DeviceTag: Xsens XII,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2026-07-17 10:50:31.701,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
760647,0.8608,0.1373,-0.3357,0.3570,-0.3078,-0.0037,0.1483,0
760814,0.8610,0.1372,-0.3357,0.3566,-0.3061,0.0003,0.1435,0
760980,0.8611,0.1372,-0.3356,0.3563,-0.3014,-0.0061,0.1359,0
761147,0.8613,0.1371,-0.3356,0.3561,-0.3012,-0.0007,0.1161,0
761314,0.8614,0.1370,-0.3356,0.3558,-0.2945,0.0035,0.1584,0
761480,0.8615,0.1369,-0.3356,0.3555,-0.3024,-0.0146,0.1580,0
761647,0.8616,0.1369,-0.3356,0.3553,-0.2988,-0.0123,0.1376,0
761814,0.8619,0.1367,-0.3356,0.3548,-0.2865,-0.0041,0.1410,0
761980,0.8621,0.1365,-0.3356,0.3542,-0.2874,-0.0054,0.1239,0
762147,0.8623,0.1363,-0.3356,0.3538,-0.3034,0.0114,0.1280,0
762314,0.8625,0.1362,-0.3356,0.3534,-0.3096,0.0066,0.1458,0
762480,0.8628,0.1360,-0.3356,0.3528,-0.2924,-0.0009,0.1334,0
762647,0.8629,0.1359,-0.3356,0.3525,-0.3015,-0.0001,0.1493,0
762814,0.8631,0.1358,-0.3356,0.3521,-0.2858,0.0156,0.1231,0
762980,0.8633,0.1356,-0.3356,0.3516,-0.3005,-0.0061,0.1465,0
763147,0.8636,0.1354,-0.3356,0.3511,-0.2853,-0.0027,0.1442,0
763314,0.8637,0.1353,-0.3356,0.3507,-0.2739,-0.0142,0.1434,0
763480,0.8640,0.1351,-0.3356,0.3502,-0.2794,-0.0123,0.1491,0
763647,0.8642,0.1350,-0.3356,0.3498,-0.2771,0.0067,0.1354,0
763814,0.8644,0.1348,-0.3357,0.3493,-0.2721,0.0143,0.1279,0
763980,0.8646,0.1347,-0.3356,0.3489,-0.2666,0.0245,0.1277,0
764147,0.8647,0.1345,-0.3356,0.3485,-0.2835,0.0004,0.1288,0
764314,0.8650,0.1344,-0.3357,0.3480,-0.2911,-0.0086,0.1395,0
764480,0.8651,0.1343,-0.3357,0.3477,-0.2770,0.0135,0.1449,0
764647,0.8654,0.1340,-0.3357,0.3470,-0.2520,0.0192,0.1217,0
764814,0.8656,0.1339,-0.3357,0.3465,-0.2696,-0.0060,0.1482,0
764980,0.8659,0.1337,-0.3357,0.3459,-0.2762,0.0069,0.1443,0
765147,0.8661,0.1334,-0.3358,0.3453,-0.2884,0.0097,0.1509,0
765314,0.8663,0.1333,-0.3358,0.3449,-0.2621,0.0011,0.1552,0
765480,0.8666,0.1331,-0.3358,0.3443,-0.2683,-0.0000,0.1626,0
765647,0.8668,0.1329,-0.3358,0.3438,-0.2724,0.0178,0.1324,0
765814,0.8671,0.1327,-0.3359,0.3432,-0.2518,0.0176,0.1441,0
765980,0.8673,0.1325,-0.3359,0.3427,-0.2544,0.0101,0.1324,0
766147,0.8675,0.1323,-0.3359,0.3422,-0.2546,0.0254,0.1454,0
766314,0.8678,0.1321,-0.3359,0.3416,-0.2493,0.0184,0.1606,0
766480,0.8680,0.1319,-0.3359,0.3411,-0.2568,0.0033,0.1513,0
766647,0.8683,0.1317,-0.3360,0.3404,-0.2681,0.0084,0.1521,0
766814,0.8685,0.1315,-0.3360,0.3399,-0.2634,0.0186,0.1462,0
766980,0.8688,0.1313,-0.3360,0.3393,-0.2547,0.0233,0.1315,0
767147,0.8690,0.1311,-0.3361,0.3387,-0.2560,0.0171,0.1524,0
767314,0.8693,0.1309,-0.3361,0.3381,-0.2408,0.0292,0.1333,0
767480,0.8694,0.1307,-0.3361,0.3377,-0.2446,0.0149,0.1341,0
767647,0.8696,0.1305,-0.3361,0.3372,-0.2477,0.0273,0.1218,0
767814,0.8699,0.1303,-0.3362,0.3366,-0.2587,0.0222,0.1414,0
767980,0.8701,0.1301,-0.3362,0.3361,-0.2559,0.0355,0.1434,0
768147,0.8703,0.1299,-0.3362,0.3356,-0.2429,0.0102,0.1420,0
768314,0.8705,0.1298,-0.3362,0.3351,-0.2375,0.0206,0.1194,0
768480,0.8707,0.1296,-0.3362,0.3346,-0.2399,0.0184,0.1322,0
768647,0.8710,0.1294,-0.3363,0.3340,-0.2452,0.0060,0.1367,0
768814,0.8712,0.1292,-0.3363,0.3335,-0.2439,0.0238,0.1308,0
768980,0.8714,0.1290,-0.3363,0.3331,-0.2326,0.0359,0.1350,0
769147,0.8716,0.1289,-0.3363,0.3326,-0.2403,0.0131,0.1309,0
769314,0.8718,0.1287,-0.3364,0.3321,-0.2574,0.0173,0.1566,0
769480,0.8720,0.1285,-0.3364,0.3316,-0.2353,0.0248,0.1386,0
769647,0.8722,0.1284,-0.3364,0.3312,-0.2332,0.0042,0.1444,0
769814,0.8788,0.1313,-0.3275,0.3214,0.0017,-0.0234,0.1547,0
769980,0.8788,0.1312,-0.3275,0.3213,0.0088,-0.0162,0.1638,0
770147,0.8789,0.1311,-0.3275,0.3211,0.0058,0.0012,0.1351,0
770314,0.8789,0.1311,-0.3275,0.3210,0.0132,-0.0161,0.1307,0
770480,0.8789,0.1311,-0.3275,0.3210,-0.0162,-0.0256,0.1552,0
770647,0.8790,0.1310,-0.3275,0.3209,-0.0024,-0.0300,0.1568,0
770814,0.8790,0.1310,-0.3275,0.3208,-0.0046,0.0033,0.1434,0
770981,0.8790,0.1310,-0.3275,0.3207,-0.0076,-0.0342,0.1577,0
771147,0.8791,0.1309,-0.3276,0.3206,-0.0049,-0.0191,0.1553,0
771314,0.8791,0.1309,-0.3276,0.3206,0.0070,-0.0096,0.1487,0
771481,0.8791,0.1309,-0.3276,0.3205,0.0184,0.0002,0.1176,0
771647,0.8792,0.1309,-0.3276,0.3204,-0.0000,-0.0300,0.1651,0
771814,0.8792,0.1308,-0.3276,0.3203,-0.0095,-0.0340,0.1634,0
771981,0.8792,0.1308,-0.3276,0.3203,0.0001,-0.0285,0.1577,0
772147,0.8792,0.1308,-0.3276,0.3203,0.0160,-0.0134,0.1385,0
772314,0.8792,0.1308,-0.3276,0.3202,0.0036,-0.0221,0.1619,0
772481,0.8792,0.1308,-0.3276,0.3202,0.0074,-0.0204,0.1563,0
772647,0.8792,0.1308,-0.3276,0.3202,0.0076,-0.0237,0.1537,0
772814,0.8793,0.1307,-0.3276,0.3201,0.0064,-0.0130,0.1561,0
772981,0.8793,0.1307,-0.3276,0.3201,0.0111,-0.0125,0.1395,0
773147,0.8793,0.1307,-0.3276,0.3201,0.0106,-0.0188,0.1544,0
773314,0.8793,0.1307,-0.3276,0.3200,0.0162,-0.0045,0.1385,0
773481,0.8793,0.1307,-0.3276,0.3200,0.0055,-0.0170,0.1437,0
773647,0.8793,0.1307,-0.3276,0.3200,0.0095,-0.0080,0.1572,0
773814,0.8793,0.1307,-0.3276,0.3200,0.0109,-0.0257,0.1481,0
773981,0.8793,0.1306,-0.3276,0.3199,0.0060,-0.0186,0.1535,0
774147,0.8793,0.1306,-0.3276,0.3199,0.0258,-0.0102,0.1620,0
774314,0.8794,0.1306,-0.3276,0.3199,0.0194,-0.0119,0.1340,0
774481,0.8794,0.1306,-0.3276,0.3198,-0.0024,-0.0154,0.1544,0
774647,0.8794,0.1306,-0.3276,0.3198,0.0098,-0.0288,0.1613,0
774814,0.8794,0.1306,-0.3276,0.3198,0.0013,-0.0375,0.1581,0
774981,0.8794,0.1306,-0.3276,0.3198,0.0037,-0.0205,0.1441,0
775147,0.8794,0.1306,-0.3276,0.3197,0.0002,-0.0117,0.1376,0
775314,0.8794,0.1305,-0.3276,0.3197,0.0139,-0.0153,0.1247,0
775481,0.8794,0.1305,-0.3276,0.3197,0.0124,-0.0254,0.1548,0
775647,0.8794,0.1305,-0.3276,0.3197,0.0121,-0.0120,0.1357,0
775814,0.8795,0.1305,-0.3276,0.3197,0.0013,-0.0223,0.1559,0
775981,0.8795,0.1305,-0.3276,0.3196,0.0131,-0.0197,0.1484,0
776147,0.8795,0.1305,-0.3276,0.3196,0.0098,-0.0192,0.1626,0
776314,0.8795,0.1305,-0.3276,0.3196,0.0034,-0.0113,0.1503,0
776481,0.8795,0.1304,-0.3276,0.3196,-0.0150,-0.0350,0.1615,0
776647,0.8795,0.1304,-0.3277,0.3195,-0.0019,-0.0108,0.1418,0
776814,0.8795,0.1304,-0.3277,0.3195,-0.0004,-0.0117,0.1435,0
776981,0.8795,0.1304,-0.3277,0.3195,0.0274,-0.0114,0.1374,0
777147,0.8795,0.1304,-0.3277,0.3195,-0.0019,-0.0023,0.1442,0
777314,0.8795,0.1304,-0.3277,0.3194,0.0076,-0.0176,0.1426,0
777481,0.8796,0.1304,-0.3277,0.3194,0.0018,-0.0137,0.1476,0
777647,0.8796,0.1304,-0.3277,0.3194,0.0142,-0.0272,0.1486,0
777814,0.8796,0.1303,-0.3277,0.3194,0.0056,-0.0248,0.1573,0
777981,0.8796,0.1303,-0.3277,0.3194,0.0166,-0.0134,0.1464,0
778147,0.8796,0.1303,-0.3277,0.3193,0.0192,-0.0071,0.1267,0
778314,0.8796,0.1303,-0.3277,0.3193,0.0064,-0.0054,0.1329,0
778481,0.8796,0.1303,-0.3277,0.3193,0.0036,-0.0030,0.1477,0
778647,0.8796,0.1303,-0.3277,0.3193,0.0046,-0.0147,0.1538,0
778814,0.8796,0.1303,-0.3277,0.3193,0.0116,-0.0116,0.1547,0
778981,0.8796,0.1303,-0.3277,0.3192,-0.0074,-0.0110,0.1440,0
779147,0.8796,0.1303,-0.3277,0.3192,0.0128,-0.0181,0.1586,0
779314,0.8797,0.1302,-0.3277,0.3192,0.0069,-0.0089,0.1399,0
779481,0.8797,0.1302,-0.3277,0.3191,0.0005,-0.0013,0.1267,0
779647,0.8797,0.1302,-0.3277,0.3191,0.0155,-0.0103,0.1434,0
779814,0.8797,0.1302,-0.3277,0.3191,0.0022,-0.0281,0.1359,0
779981,0.8797,0.1302,-0.3277,0.3190,0.0139,-0.0091,0.1355,0
780147,0.8797,0.1302,-0.3277,0.3190,0.0220,-0.0240,0.1435,0
780314,0.8797,0.1302,-0.3277,0.3190,0.0137,-0.0106,0.1404,0
780481,0.8797,0.1301,-0.3277,0.3190,-0.0039,-0.0167,0.1552,0
780647,0.8797,0.1301,-0.3277,0.3189,-0.0044,-0.0236,0.1661,0
780814,0.8797,0.1301,-0.3277,0.3189,0.0061,-0.0058,0.1472,0
780981,0.8798,0.1301,-0.3277,0.3189,0.0081,-0.0169,0.1485,0
781147,0.8798,0.1301,-0.3277,0.3188,-0.0040,-0.0226,0.1657,0
781314,0.8798,0.1301,-0.3277,0.3188,-0.0004,-0.0214,0.1480,0
781481,0.8798,0.1301,-0.3277,0.3188,0.0115,-0.0111,0.1517,0
781647,0.8798,0.1301,-0.3277,0.3188,0.0055,-0.0172,0.1754,0
781814,0.8798,0.1301,-0.3277,0.3187,0.0010,-0.0210,0.1653,0
781981,0.8798,0.1300,-0.3277,0.3187,0.0110,-0.0103,0.1272,0
782147,0.8798,0.1300,-0.3277,0.3187,-0.0084,-0.0179,0.1551,0
782314,0.8799,0.1300,-0.3277,0.3187,0.0193,-0.0042,0.1335,0
782481,0.8799,0.1300,-0.3277,0.3186,0.0056,-0.0209,0.1533,0
782647,0.8799,0.1300,-0.3277,0.3186,0.0190,0.0030,0.1266,0
782814,0.8799,0.1300,-0.3277,0.3186,-0.0013,-0.0079,0.1419,0
782981,0.8799,0.1300,-0.3277,0.3186,-0.0036,-0.0147,0.1460,0
783147,0.8799,0.1300,-0.3277,0.3185,0.0323,-0.0110,0.1218,0
783314,0.8799,0.1299,-0.3277,0.3185,0.0038,-0.0012,0.1483,0
783481,0.8799,0.1299,-0.3278,0.3185,0.0196,-0.0227,0.1441,0
783647,0.8799,0.1299,-0.3278,0.3185,-0.0021,-0.0232,0.1508,0
783814,0.8799,0.1299,-0.3277,0.3185,0.0011,-0.0082,0.1406,0
783981,0.8799,0.1299,-0.3277,0.3184,0.0124,-0.0114,0.1552,0
784147,0.8800,0.1299,-0.3278,0.3184,0.0189,-0.0141,0.1370,0
784314,0.8800,0.1299,-0.3278,0.3184,0.0186,-0.0041,0.1354,0
784481,0.8800,0.1298,-0.3278,0.3184,0.0108,-0.0126,0.1473,0
784647,0.8800,0.1298,-0.3278,0.3183,0.0167,-0.0183,0.1453,0
784814,0.8800,0.1298,-0.3278,0.3183,0.0033,-0.0078,0.1453,0
784981,0.8800,0.1298,-0.3278,0.3183,0.0093,-0.0122,0.1240,0
785147,0.8800,0.1298,-0.3278,0.3183,0.0049,-0.0272,0.1704,0
785314,0.8800,0.1298,-0.3278,0.3183,0.0126,-0.0172,0.1473,0
785481,0.8800,0.1298,-0.3278,0.3182,-0.0012,-0.0059,0.1467,0
785647,0.8800,0.1298,-0.3278,0.3182,-0.0007,-0.0333,0.1634,0
785814,0.8800,0.1298,-0.3278,0.3182,0.0016,-0.0041,0.1323,0
785981,0.8800,0.1298,-0.3278,0.3182,0.0167,-0.0023,0.1309,0
786147,0.8801,0.1298,-0.3278,0.3182,0.0014,-0.0007,0.1534,0
786314,0.8801,0.1298,-0.3278,0.3181,0.0200,-0.0085,0.1580,0
786481,0.8801,0.1297,-0.3278,0.3181,0.0084,0.0004,0.1322,0
786647,0.8801,0.1297,-0.3278,0.3181,0.0069,-0.0095,0.1428,0
786814,0.8801,0.1297,-0.3278,0.3181,0.0007,-0.0106,0.1493,0
786981,0.8801,0.1297,-0.3278,0.3181,0.0209,0.0039,0.1416,0
787147,0.8801,0.1297,-0.3278,0.3180,0.0140,-0.0048,0.1469,0
787314,0.8801,0.1297,-0.3278,0.3180,0.0391,-0.0031,0.1028,0
787481,0.8801,0.1297,-0.3278,0.3180,0.0079,-0.0294,0.1406,0
787648,0.8801,0.1297,-0.3278,0.3180,0.0204,-0.0218,0.1105,0
787814,0.8801,0.1297,-0.3278,0.3180,0.0046,-0.0060,0.1476,0
787981,0.8801,0.1297,-0.3278,0.3180,0.0142,-0.0321,0.1530,0
788148,0.8802,0.1297,-0.3278,0.3179,-0.0085,-0.0271,0.1477,0
788314,0.8802,0.1297,-0.3278,0.3179,0.0061,-0.0173,0.1513,0
788481,0.8802,0.1296,-0.3278,0.3179,-0.0013,-0.0044,0.1501,0
788648,0.8802,0.1296,-0.3278,0.3179,0.0079,-0.0107,0.1501,0
788814,0.8802,0.1296,-0.3278,0.3178,0.0228,0.0060,0.1281,0
788981,0.8802,0.1296,-0.3278,0.3178,0.0033,-0.0117,0.1531,0
789148,0.8802,0.1296,-0.3278,0.3178,-0.0085,-0.0114,0.1502,0
789314,0.8802,0.1296,-0.3278,0.3178,-0.0028,-0.0144,0.1613,0
789481,0.8802,0.1296,-0.3278,0.3177,-0.0020,-0.0170,0.1469,0
789648,0.8802,0.1296,-0.3278,0.3177,0.0285,-0.0060,0.1204,0
789814,0.8801,0.1298,-0.3280,0.3177,-0.0015,-0.0292,0.1555,0
789981,0.8801,0.1298,-0.3280,0.3177,-0.0003,-0.0177,0.1566,0
790148,0.8801,0.1298,-0.3280,0.3177,-0.0001,-0.0241,0.1292,0
790314,0.8801,0.1297,-0.3280,0.3177,0.0132,-0.0055,0.1331,0
790481,0.8801,0.1297,-0.3280,0.3177,0.0038,-0.0099,0.1441,0
790648,0.8802,0.1297,-0.3280,0.3176,-0.0015,-0.0023,0.1426,0
790814,0.8802,0.1297,-0.3280,0.3176,0.0019,-0.0127,0.1454,0
790981,0.8802,0.1297,-0.3280,0.3176,0.0062,-0.0224,0.1482,0
791148,0.8802,0.1297,-0.3280,0.3176,-0.0058,-0.0084,0.1421,0
791314,0.8802,0.1297,-0.3280,0.3176,0.0105,-0.0061,0.1428,0
791481,0.8802,0.1297,-0.3280,0.3175,0.0121,-0.0063,0.1321,0
791648,0.8802,0.1297,-0.3281,0.3175,0.0055,-0.0196,0.1553,0
791814,0.8802,0.1297,-0.3281,0.3175,0.0079,-0.0075,0.1484,0
791981,0.8802,0.1297,-0.3281,0.3175,0.0072,-0.0026,0.1457,0
792148,0.8802,0.1296,-0.3281,0.3175,0.0125,-0.0092,0.1517,0
792314,0.8802,0.1296,-0.3281,0.3174,-0.0136,-0.0128,0.1599,0
792481,0.8802,0.1296,-0.3281,0.3174,0.0035,-0.0228,0.1532,0
792648,0.8802,0.1296,-0.3281,0.3174,0.0003,-0.0112,0.1342,0
792814,0.8803,0.1296,-0.3281,0.3174,0.0133,-0.0258,0.1589,0
792981,0.8803,0.1296,-0.3281,0.3173,0.0091,-0.0105,0.1439,0
793148,0.8803,0.1296,-0.3281,0.3173,0.0008,-0.0219,0.1475,0
793314,0.8803,0.1296,-0.3281,0.3173,0.0103,0.0062,0.1408,0
793481,0.8803,0.1295,-0.3281,0.3173,-0.0044,-0.0169,0.1604,0
793648,0.8803,0.1295,-0.3281,0.3173,0.0084,-0.0026,0.1488,0
793814,0.8803,0.1295,-0.3281,0.3173,0.0002,-0.0074,0.1409,0
793981,0.8803,0.1295,-0.3281,0.3173,0.0133,-0.0170,0.1487,0
794148,0.8803,0.1295,-0.3281,0.3172,0.0027,-0.0162,0.1491,0
794314,0.8803,0.1295,-0.3281,0.3172,0.0080,-0.0005,0.1301,0
794481,0.8803,0.1295,-0.3281,0.3172,-0.0052,-0.0207,0.1462,0
794648,0.8803,0.1295,-0.3281,0.3172,0.0054,-0.0286,0.1331,0
794814,0.8803,0.1295,-0.3281,0.3172,-0.0015,-0.0138,0.1577,0
794981,0.8803,0.1295,-0.3281,0.3171,0.0144,-0.0186,0.1374,0
795148,0.8804,0.1295,-0.3281,0.3171,0.0012,-0.0099,0.1543,0
795314,0.8803,0.1295,-0.3282,0.3171,0.0129,-0.0156,0.1428,0
795481,0.8804,0.1294,-0.3282,0.3171,0.0105,0.0009,0.1328,0
795648,0.8804,0.1294,-0.3282,0.3170,-0.0060,-0.0221,0.1536,0
795814,0.8804,0.1294,-0.3282,0.3170,-0.0023,-0.0123,0.1393,0
795981,0.8804,0.1294,-0.3282,0.3170,0.0113,-0.0131,0.1480,0
796148,0.8804,0.1294,-0.3282,0.3170,0.0265,-0.0154,0.1261,0
796314,0.8804,0.1294,-0.3282,0.3170,0.0149,-0.0155,0.1448,0
796481,0.8804,0.1294,-0.3282,0.3169,-0.0063,-0.0170,0.1477,0
796648,0.8804,0.1294,-0.3282,0.3169,0.0046,-0.0160,0.1384,0
796814,0.8804,0.1293,-0.3282,0.3169,0.0132,-0.0090,0.1407,0
796981,0.8804,0.1293,-0.3282,0.3169,-0.0041,-0.0117,0.1666,0
797148,0.8804,0.1293,-0.3282,0.3168,0.0010,-0.0094,0.1472,0
797314,0.8804,0.1293,-0.3282,0.3168,0.0036,-0.0073,0.1391,0
797481,0.8805,0.1293,-0.3282,0.3168,0.0134,-0.0067,0.1354,0
797648,0.8805,0.1293,-0.3282,0.3168,0.0046,-0.0156,0.1513,0
797814,0.8805,0.1293,-0.3282,0.3168,0.0089,-0.0089,0.1420,0
797981,0.8805,0.1293,-0.3282,0.3167,-0.0004,-0.0218,0.1522,0
798148,0.8805,0.1293,-0.3282,0.3167,0.0041,-0.0166,0.1567,0
798314,0.8805,0.1293,-0.3282,0.3167,0.0012,-0.0200,0.1569,0
798481,0.8805,0.1293,-0.3282,0.3167,0.0022,-0.0127,0.1522,0
798648,0.8805,0.1292,-0.3282,0.3167,0.0194,-0.0023,0.1373,0
798814,0.8805,0.1292,-0.3282,0.3166,0.0033,-0.0152,0.1418,0
798981,0.8805,0.1292,-0.3282,0.3166,0.0022,-0.0113,0.1353,0
799148,0.8805,0.1292,-0.3282,0.3166,-0.0058,-0.0272,0.1583,0
799314,0.8805,0.1292,-0.3282,0.3166,-0.0046,-0.0299,0.1613,0
799481,0.8805,0.1292,-0.3283,0.3165,0.0010,0.0017,0.1389,0
799648,0.8806,0.1291,-0.3283,0.3165,-0.0110,-0.0222,0.1404,0
799814,0.8806,0.1291,-0.3282,0.3165,0.0240,-0.0081,0.1377,0
799981,0.8806,0.1291,-0.3282,0.3165,-0.0149,-0.0120,0.1524,0
800148,0.8806,0.1291,-0.3283,0.3165,0.0181,-0.0082,0.1248,0
800314,0.8806,0.1291,-0.3283,0.3164,-0.0109,-0.0152,0.1516,0
800481,0.8806,0.1291,-0.3283,0.3164,-0.0076,-0.0066,0.1382,0
800648,0.8806,0.1291,-0.3283,0.3164,0.0138,0.0013,0.1307,0
800814,0.8806,0.1291,-0.3283,0.3164,0.0003,-0.0001,0.1327,0
800981,0.8806,0.1291,-0.3283,0.3164,-0.0181,-0.0081,0.1695,0
801148,0.8806,0.1290,-0.3283,0.3163,0.0004,-0.0115,0.1388,0
801314,0.8806,0.1290,-0.3283,0.3163,0.0092,-0.0066,0.1401,0
801481,0.8806,0.1290,-0.3283,0.3163,-0.0072,-0.0030,0.1548,0
801648,0.8807,0.1290,-0.3283,0.3163,0.0036,-0.0216,0.1368,0
801814,0.8807,0.1290,-0.3283,0.3163,0.0003,-0.0057,0.1473,0
801981,0.8807,0.1290,-0.3283,0.3162,0.0108,-0.0204,0.1420,0
802148,0.8807,0.1290,-0.3283,0.3162,-0.0120,-0.0254,0.1659,0
802314,0.8807,0.1290,-0.3283,0.3162,0.0138,-0.0193,0.1264,0
802481,0.8807,0.1290,-0.3283,0.3162,0.0033,-0.0113,0.1460,0
802648,0.8807,0.1290,-0.3283,0.3162,0.0114,-0.0102,0.1526,0
802814,0.8807,0.1290,-0.3283,0.3161,0.0043,-0.0121,0.1395,0
802981,0.8807,0.1289,-0.3283,0.3161,0.0178,-0.0009,0.1349,0
803148,0.8807,0.1289,-0.3283,0.3161,-0.0074,-0.0104,0.1570,0
803314,0.8807,0.1289,-0.3283,0.3161,-0.0071,0.0036,0.1456,0
803481,0.8807,0.1289,-0.3283,0.3160,0.0103,-0.0031,0.1317,0
803648,0.8807,0.1289,-0.3283,0.3160,0.0017,-0.0204,0.1397,0
803814,0.8808,0.1289,-0.3283,0.3160,-0.0075,-0.0185,0.1518,0
803981,0.8808,0.1289,-0.3283,0.3160,0.0096,-0.0200,0.1191,0
804148,0.8808,0.1289,-0.3283,0.3160,-0.0005,-0.0076,0.1428,0
804315,0.8808,0.1289,-0.3283,0.3160,0.0094,-0.0139,0.1585,0
804481,0.8808,0.1289,-0.3283,0.3159,0.0138,0.0027,0.1456,0
804648,0.8808,0.1289,-0.3283,0.3159,-0.0005,-0.0052,0.1454,0
804815,0.8808,0.1289,-0.3283,0.3159,-0.0080,-0.0244,0.1490,0
804981,0.8808,0.1288,-0.3283,0.3159,-0.0102,-0.0205,0.1384,0
805148,0.8808,0.1288,-0.3283,0.3158,0.0010,-0.0086,0.1420,0
805315,0.8808,0.1288,-0.3283,0.3158,-0.0077,-0.0243,0.1549,0
805481,0.8808,0.1288,-0.3283,0.3158,-0.0045,-0.0218,0.1587,0
805648,0.8808,0.1288,-0.3283,0.3158,0.0018,-0.0190,0.1551,0
805815,0.8809,0.1288,-0.3283,0.3158,-0.0146,-0.0205,0.1401,0
805981,0.8809,0.1288,-0.3283,0.3158,0.0045,-0.0043,0.1402,0
806148,0.8809,0.1288,-0.3283,0.3157,-0.0119,-0.0159,0.1516,0
806315,0.8809,0.1288,-0.3283,0.3157,0.0113,-0.0237,0.1397,0
806481,0.8809,0.1288,-0.3283,0.3157,0.0066,-0.0120,0.1478,0
806648,0.8809,0.1288,-0.3283,0.3157,0.0069,-0.0114,0.1475,0
806815,0.8809,0.1287,-0.3283,0.3157,-0.0078,-0.0176,0.1455,0
806981,0.8809,0.1287,-0.3283,0.3156,0.0280,0.0016,0.1259,0
807148,0.8809,0.1287,-0.3283,0.3156,-0.0061,-0.0268,0.1475,0
807315,0.8809,0.1287,-0.3284,0.3156,-0.0070,-0.0154,0.1563,0
807481,0.8809,0.1287,-0.3283,0.3156,-0.0129,-0.0197,0.1383,0
807648,0.8809,0.1287,-0.3284,0.3156,-0.0035,-0.0031,0.1568,0
807815,0.8809,0.1287,-0.3284,0.3155,-0.0094,-0.0190,0.1488,0
807981,0.8809,0.1287,-0.3284,0.3155,0.0081,-0.0106,0.1226,0
808148,0.8810,0.1286,-0.3284,0.3155,0.0028,-0.0208,0.1379,0
808315,0.8810,0.1286,-0.3284,0.3155,-0.0027,-0.0032,0.1339,0
808481,0.8810,0.1286,-0.3284,0.3155,-0.0090,-0.0118,0.1442,0
808648,0.8810,0.1286,-0.3284,0.3154,0.0051,-0.0156,0.1477,0
808815,0.8810,0.1286,-0.3284,0.3154,0.0078,-0.0149,0.1466,0
808981,0.8810,0.1286,-0.3284,0.3154,0.0058,0.0005,0.1332,0
809148,0.8810,0.1286,-0.3284,0.3154,-0.0064,-0.0219,0.1514,0
809315,0.8810,0.1286,-0.3284,0.3153,-0.0090,-0.0231,0.1636,0
809481,0.8810,0.1286,-0.3284,0.3153,0.0060,-0.0172,0.1263,0
809648,0.8810,0.1286,-0.3284,0.3153,0.0015,-0.0115,0.1552,0
809815,0.8811,0.1287,-0.3283,0.3152,-0.0014,-0.0219,0.1500,0
809981,0.8811,0.1287,-0.3283,0.3152,-0.0021,-0.0076,0.1575,0
810148,0.8811,0.1287,-0.3283,0.3152,0.0121,-0.0093,0.1413,0
810315,0.8811,0.1286,-0.3283,0.3151,0.0140,-0.0116,0.1554,0
810481,0.8811,0.1286,-0.3283,0.3151,0.0035,-0.0062,0.1453,0
810648,0.8811,0.1286,-0.3283,0.3151,-0.0062,-0.0235,0.1565,0
810815,0.8811,0.1286,-0.3283,0.3151,0.0120,-0.0188,0.1410,0
810981,0.8811,0.1286,-0.3283,0.3151,-0.0005,-0.0159,0.1441,0
811148,0.8811,0.1286,-0.3283,0.3150,0.0033,-0.0163,0.1489,0
811315,0.8811,0.1286,-0.3283,0.3150,0.0037,0.0003,0.1438,0
811481,0.8812,0.1286,-0.3283,0.3150,0.0145,-0.0152,0.1637,0
811648,0.8812,0.1286,-0.3283,0.3150,0.0088,0.0037,0.1388,0
811815,0.8812,0.1285,-0.3283,0.3150,0.0070,-0.0178,0.1232,0
811981,0.8812,0.1285,-0.3283,0.3150,-0.0099,-0.0208,0.1446,0
812148,0.8812,0.1285,-0.3283,0.3149,0.0204,0.0014,0.1436,0
812315,0.8812,0.1285,-0.3283,0.3149,0.0055,-0.0096,0.1425,0
812481,0.8812,0.1285,-0.3283,0.3149,-0.0073,-0.0073,0.1460,0
812648,0.8812,0.1285,-0.3283,0.3149,-0.0003,-0.0165,0.1537,0
812815,0.8812,0.1285,-0.3283,0.3148,0.0137,-0.0222,0.1481,0
812981,0.8812,0.1285,-0.3284,0.3148,0.0064,-0.0204,0.1530,0
813148,0.8812,0.1285,-0.3284,0.3148,0.0084,-0.0031,0.1448,0
813315,0.8813,0.1284,-0.3284,0.3148,-0.0051,-0.0079,0.1467,0
813481,0.8813,0.1284,-0.3284,0.3147,0.0101,-0.0132,0.1502,0
813648,0.8813,0.1284,-0.3284,0.3147,0.0201,-0.0067,0.1311,0
813815,0.8813,0.1284,-0.3284,0.3147,0.0162,-0.0108,0.1476,0
813981,0.8813,0.1284,-0.3284,0.3147,-0.0093,-0.0162,0.1469,0
814148,0.8813,0.1284,-0.3284,0.3146,0.0110,-0.0254,0.1578,0
814315,0.8813,0.1284,-0.3284,0.3146,-0.0037,-0.0286,0.1495,0
814481,0.8813,0.1284,-0.3284,0.3146,-0.0044,-0.0078,0.1568,0
814648,0.8813,0.1284,-0.3284,0.3146,0.0123,-0.0226,0.1310,0
814815,0.8813,0.1284,-0.3284,0.3146,0.0014,-0.0072,0.1585,0
