DeviceTag: Xsens X,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2026-07-17 11:13:52.529,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
39733097,0.3789,0.1224,-0.6773,0.6186,-0.1350,-0.1236,0.2944,0
39733264,0.3778,0.1227,-0.6768,0.6198,-0.2632,0.0703,-0.1463,0
39733431,0.3767,0.1227,-0.6772,0.6200,-0.7992,0.3423,-0.3961,0
39733597,0.3761,0.1221,-0.6789,0.6187,-0.7008,0.2160,-0.0473,0
39733764,0.3753,0.1211,-0.6807,0.6174,-0.1338,-0.0234,0.4524,0
39733931,0.3741,0.1203,-0.6820,0.6169,0.0087,-0.1496,0.8162,0
39734097,0.3726,0.1195,-0.6823,0.6175,0.1225,-0.2391,0.7436,0
39734264,0.3710,0.1185,-0.6821,0.6189,0.2641,-0.2183,0.1381,0
39734431,0.3691,0.1179,-0.6821,0.6201,0.0996,-0.1469,-0.2406,0
39734597,0.3672,0.1171,-0.6829,0.6206,-0.0230,-0.1284,-0.1870,0
39734764,0.3652,0.1162,-0.6840,0.6208,0.1571,-0.1756,-0.0315,0
39734931,0.3629,0.1158,-0.6848,0.6213,0.3284,-0.2040,0.0620,0
39735097,0.3604,0.1160,-0.6849,0.6225,0.1840,-0.2406,-0.0679,0
39735264,0.3580,0.1167,-0.6848,0.6239,-0.1075,0.0415,-0.2554,0
39735431,0.3557,0.1175,-0.6850,0.6248,-0.2521,0.1789,-0.1669,0
39735597,0.3533,0.1181,-0.6857,0.6253,-0.2666,0.1489,-0.0179,0
39735764,0.3510,0.1180,-0.6866,0.6257,-0.3272,-0.0649,-0.0020,0
39735931,0.3486,0.1177,-0.6876,0.6259,-0.1919,-0.1116,0.0037,0
39736097,0.3465,0.1176,-0.6884,0.6262,-0.2966,-0.3035,0.0491,0
39736264,0.3446,0.1176,-0.6892,0.6265,-0.4729,-0.2553,0.0689,0
39736431,0.3429,0.1175,-0.6898,0.6267,-0.4474,-0.3599,0.1213,0
39736597,0.3414,0.1174,-0.6903,0.6270,-0.3566,-0.3207,0.2425,0
39736764,0.6762,-0.6606,-0.2333,-0.2280,0.2586,0.4334,0.3526,0
39736931,0.6766,-0.6607,-0.2331,-0.2267,0.2662,0.3806,0.2026,0
39737097,0.6769,-0.6608,-0.2328,-0.2255,0.3011,0.3287,0.0889,0
39737264,0.6775,-0.6606,-0.2327,-0.2246,0.1692,0.2794,0.0394,0
39737431,0.6781,-0.6603,-0.2327,-0.2238,-0.0038,0.2724,0.0133,0
39737597,0.6788,-0.6598,-0.2328,-0.2228,0.0654,0.0149,-0.1289,0
39737764,0.6789,-0.6601,-0.2330,-0.2218,0.3048,-0.0743,-0.2299,0
39737931,0.6787,-0.6606,-0.2328,-0.2210,0.2692,-0.0304,-0.0492,0
39738097,0.6786,-0.6610,-0.2325,-0.2202,0.0545,-0.0228,0.1211,0
39738264,0.6791,-0.6610,-0.2322,-0.2193,-0.1569,0.0501,0.0344,0
39738431,0.6795,-0.6610,-0.2320,-0.2180,0.0992,-0.0157,-0.1122,0
39738597,0.6797,-0.6613,-0.2317,-0.2170,0.1921,0.0126,-0.1682,0
39738764,0.6795,-0.6619,-0.2313,-0.2161,0.0419,0.0268,-0.0299,0
39738931,0.6795,-0.6622,-0.2314,-0.2150,0.0178,0.1863,0.2222,0
39739097,0.6798,-0.6621,-0.2315,-0.2140,-0.0151,0.2266,0.3189,0
39739264,0.6805,-0.6618,-0.2316,-0.2128,0.0642,0.1221,0.0169,0
39739431,0.6807,-0.6619,-0.2320,-0.2116,0.2105,0.1848,-0.0177,0
39739597,0.6809,-0.6620,-0.2321,-0.2105,0.1520,0.2358,0.0820,0
39739764,0.6810,-0.6621,-0.2322,-0.2095,-0.0126,0.1315,0.0779,0
39739931,0.6812,-0.6622,-0.2323,-0.2084,0.0158,0.0957,-0.0152,0
39740097,0.6811,-0.6627,-0.2322,-0.2073,0.1931,0.0755,-0.0985,0
39740264,0.6807,-0.6636,-0.2317,-0.2063,-0.0239,-0.0027,-0.0075,0
39740431,0.6806,-0.6643,-0.2316,-0.2049,-0.1961,-0.0232,0.2902,0
39740597,0.6811,-0.6643,-0.2313,-0.2034,-0.2789,0.0379,0.2710,0
39740764,0.6819,-0.6640,-0.2311,-0.2017,-0.0238,-0.0376,-0.1211,0
39740931,0.6821,-0.6643,-0.2310,-0.2002,0.1417,-0.0130,-0.3420,0
39741097,0.6817,-0.6652,-0.2308,-0.1987,0.0450,0.0171,-0.2381,0
39741264,0.6812,-0.6662,-0.2310,-0.1970,-0.0338,0.1401,0.1593,0
39741431,0.6815,-0.6662,-0.2311,-0.1956,-0.0511,0.1822,0.3498,0
39741597,0.6823,-0.6658,-0.2315,-0.1939,0.0066,0.1468,0.1112,0
39741764,0.6829,-0.6656,-0.2319,-0.1923,0.2397,-0.1008,-0.1520,0
39741931,0.6827,-0.6661,-0.2323,-0.1905,0.1777,-0.0943,-0.0433,0
39742097,0.6821,-0.6672,-0.2323,-0.1885,0.1925,-0.0924,0.2204,0
39742264,0.6817,-0.6683,-0.2321,-0.1865,-0.0313,-0.0226,0.3625,0
39742431,0.6821,-0.6687,-0.2318,-0.1841,-0.1827,0.0781,0.3574,0
39742597,0.6829,-0.6686,-0.2316,-0.1817,-0.1138,0.0647,0.0413,0
39742764,0.6836,-0.6687,-0.2313,-0.1793,-0.0657,-0.0055,-0.3592,0
39742931,0.6835,-0.6695,-0.2310,-0.1769,0.0848,0.0166,-0.3689,0
39743097,0.6830,-0.6707,-0.2306,-0.1746,0.0415,0.0632,-0.0585,0
39743264,0.6828,-0.6716,-0.2303,-0.1726,-0.0664,0.1630,0.2197,0
39743431,0.6833,-0.6717,-0.2301,-0.1704,-0.0735,0.0801,0.1654,0
39743597,0.6837,-0.6719,-0.2302,-0.1680,0.0522,0.0255,-0.0229,0
39743764,0.6838,-0.6724,-0.2300,-0.1656,0.1627,-0.0352,-0.1589,0
39743931,0.6837,-0.6732,-0.2298,-0.1632,0.1199,-0.0313,-0.0399,0
39744097,0.6836,-0.6738,-0.2296,-0.1610,0.0809,0.0848,0.0338,0
39744264,0.6838,-0.6742,-0.2294,-0.1589,0.0700,0.1166,-0.1406,0
39744431,0.6839,-0.6746,-0.2293,-0.1570,0.1038,0.0935,-0.2826,0
39744597,0.6838,-0.6751,-0.2292,-0.1553,0.0806,0.0478,-0.1748,0
39744764,0.6835,-0.6758,-0.2291,-0.1537,0.0870,-0.0211,-0.0715,0
39744931,0.6831,-0.6766,-0.2291,-0.1521,0.0747,0.0195,0.0244,0
39745097,0.6828,-0.6773,-0.2288,-0.1506,0.0055,0.0127,-0.0207,0
39745264,0.6825,-0.6780,-0.2286,-0.1490,-0.0597,0.0344,-0.0136,0
39745431,0.6823,-0.6786,-0.2285,-0.1474,-0.0862,0.0112,0.0664,0
39745597,0.6822,-0.6791,-0.2284,-0.1457,-0.0641,-0.0561,0.0488,0
39745764,0.6820,-0.6799,-0.2280,-0.1438,0.0086,-0.1143,0.0000,0
39745931,0.6816,-0.6808,-0.2275,-0.1420,-0.0318,-0.1138,0.0039,0
39746098,0.6815,-0.6815,-0.2270,-0.1401,-0.1833,0.0652,0.1227,0
39746264,0.6818,-0.6817,-0.2266,-0.1382,-0.1185,0.0797,0.0489,0
39746431,0.6821,-0.6819,-0.2263,-0.1363,-0.0051,0.0692,-0.1538,0
39746598,0.6821,-0.6823,-0.2261,-0.1345,0.0416,-0.0201,-0.1415,0
39746764,0.6820,-0.6828,-0.2260,-0.1326,0.1202,0.0469,-0.0176,0
39746931,0.6820,-0.6833,-0.2256,-0.1308,0.1402,-0.0188,-0.0022,0
39747098,0.6819,-0.6838,-0.2254,-0.1290,0.0557,0.0009,-0.0059,0
39747264,0.6820,-0.6840,-0.2251,-0.1275,0.0267,0.1179,-0.0263,0
39747431,0.6824,-0.6840,-0.2249,-0.1260,0.0268,0.0819,-0.2042,0
39747598,0.6824,-0.6843,-0.2248,-0.1246,0.1398,0.0835,-0.3623,0
39747764,0.6822,-0.6847,-0.2248,-0.1236,0.1777,-0.0131,-0.2467,0
39747931,0.6819,-0.6851,-0.2248,-0.1227,0.0778,-0.0442,-0.0834,0
39748098,0.6817,-0.6855,-0.2249,-0.1217,0.0529,-0.0898,0.1320,0
39748264,0.6818,-0.6856,-0.2246,-0.1208,0.0962,-0.0733,0.0212,0
39748431,0.6819,-0.6857,-0.2243,-0.1201,0.0436,-0.1247,-0.1958,0
39748598,0.6817,-0.6861,-0.2243,-0.1191,0.0357,-0.0918,-0.1973,0
39748764,0.6814,-0.6866,-0.2242,-0.1182,0.0103,-0.1216,-0.0289,0
39748931,0.6813,-0.6870,-0.2239,-0.1172,-0.0710,-0.1169,0.0611,0
39749098,0.6812,-0.6873,-0.2238,-0.1160,-0.0436,-0.0711,0.0189,0
39749264,0.6812,-0.6876,-0.2236,-0.1148,0.0002,-0.1009,-0.1356,0
39749431,0.6811,-0.6879,-0.2236,-0.1136,-0.0442,-0.1131,-0.0719,0
39749598,0.6812,-0.6880,-0.2237,-0.1124,-0.0405,-0.0924,0.0239,0
39749764,0.6815,-0.6879,-0.2237,-0.1113,-0.0434,-0.0640,-0.0389,0
39749931,0.6816,-0.6879,-0.2238,-0.1102,0.0288,-0.0162,-0.2368,0
39750098,0.6814,-0.6882,-0.2239,-0.1094,0.0664,-0.0297,-0.3015,0
39750264,0.6809,-0.6888,-0.2240,-0.1085,-0.0357,-0.1176,-0.1724,0
39750431,0.6806,-0.6891,-0.2244,-0.1075,-0.0146,-0.1323,0.1324,0
39750598,0.6809,-0.6890,-0.2246,-0.1064,-0.0796,-0.0915,0.1697,0
39750764,0.6814,-0.6887,-0.2244,-0.1053,-0.1211,-0.1157,-0.1411,0
39750931,0.6816,-0.6887,-0.2243,-0.1041,-0.0494,-0.1364,-0.3452,0
39751098,0.6814,-0.6891,-0.2243,-0.1030,-0.0004,-0.0969,-0.2365,0
39751264,0.6812,-0.6894,-0.2243,-0.1020,0.0304,-0.0746,-0.0587,0
39751431,0.6811,-0.6896,-0.2242,-0.1012,-0.1021,-0.0871,0.0511,0
39751598,0.6813,-0.6897,-0.2240,-0.1001,-0.0837,-0.0609,-0.0426,0
39751764,0.6815,-0.6897,-0.2238,-0.0991,0.0386,-0.1031,-0.1355,0
39751931,0.6814,-0.6899,-0.2237,-0.0982,0.1065,-0.0922,-0.1088,0
39752098,0.6812,-0.6903,-0.2236,-0.0972,0.0578,-0.0692,-0.0284,0
39752264,0.6810,-0.6906,-0.2235,-0.0962,0.0568,-0.0652,0.0557,0
39752431,0.6812,-0.6906,-0.2235,-0.0951,-0.0177,-0.0923,0.1033,0
39752598,0.6817,-0.6903,-0.2235,-0.0942,-0.0423,-0.0845,0.0999,0
39752764,0.6822,-0.6899,-0.2235,-0.0932,0.0518,-0.1408,-0.1506,0
39752931,0.6823,-0.6899,-0.2235,-0.0922,0.1049,-0.1637,-0.3724,0
39753098,0.6818,-0.6906,-0.2233,-0.0914,0.0435,-0.1663,-0.2631,0
39753264,0.6814,-0.6911,-0.2233,-0.0906,-0.0324,-0.1101,0.0617,0
39753431,0.6815,-0.6911,-0.2232,-0.0899,-0.1016,-0.0337,0.1528,0
39753598,0.6820,-0.6908,-0.2230,-0.0892,-0.0323,-0.0920,-0.0782,0
39753764,0.6822,-0.6907,-0.2229,-0.0885,-0.0073,-0.0896,-0.3433,0
39753931,0.6819,-0.6912,-0.2228,-0.0879,0.0548,-0.1907,-0.2660,0
39754098,0.6812,-0.6919,-0.2229,-0.0872,-0.0455,-0.2038,0.0820,0
39754264,0.6811,-0.6921,-0.2226,-0.0863,-0.0802,-0.1953,0.2001,0
39754431,0.6813,-0.6922,-0.2224,-0.0852,-0.1040,-0.2292,0.0972,0
39754598,0.6815,-0.6921,-0.2223,-0.0841,-0.0651,-0.2006,-0.0140,0
39754764,0.6817,-0.6922,-0.2220,-0.0829,-0.0879,-0.2120,-0.1006,0
39754931,0.6818,-0.6923,-0.2219,-0.0816,-0.1217,-0.2272,-0.1390,0
39755098,0.6817,-0.6926,-0.2218,-0.0803,-0.0537,-0.1987,-0.0827,0
39755264,0.6817,-0.6927,-0.2217,-0.0791,0.0162,-0.1665,-0.0115,0
39755431,0.6819,-0.6926,-0.2217,-0.0779,-0.0585,-0.0729,-0.0639,0
39755598,0.6823,-0.6924,-0.2215,-0.0768,-0.0739,-0.1677,-0.2259,0
39755764,0.6825,-0.6924,-0.2217,-0.0756,-0.0439,-0.2070,-0.1782,0
39755931,0.6826,-0.6923,-0.2218,-0.0744,-0.0081,-0.1675,-0.0596,0
39756098,0.6829,-0.6922,-0.2217,-0.0731,0.0498,-0.2448,-0.0909,0
39756264,0.6828,-0.6924,-0.2216,-0.0719,0.0746,-0.3029,-0.0753,0
39756431,0.6827,-0.6927,-0.2214,-0.0706,0.0691,-0.2393,0.0338,0
39756598,0.6827,-0.6930,-0.2211,-0.0693,-0.0052,-0.1642,0.0237,0
39756764,0.6828,-0.6931,-0.2209,-0.0678,-0.0565,-0.1712,-0.0065,0
39756931,0.6829,-0.6933,-0.2207,-0.0664,-0.0489,-0.2309,-0.0125,0
39757098,0.6829,-0.6934,-0.2205,-0.0649,-0.0600,-0.2178,-0.0075,0
39757264,0.6830,-0.6935,-0.2203,-0.0634,-0.0072,-0.2191,-0.0282,0
39757431,0.6831,-0.6937,-0.2200,-0.0620,-0.0187,-0.2188,-0.0873,0
39757598,0.6829,-0.6940,-0.2198,-0.0605,-0.0322,-0.2276,-0.1081,0
39757764,0.6827,-0.6943,-0.2197,-0.0590,-0.0261,-0.2234,-0.0775,0
39757931,0.6827,-0.6946,-0.2195,-0.0573,-0.0445,-0.2136,-0.0142,0
39758098,0.6827,-0.6948,-0.2193,-0.0556,-0.0705,-0.2573,0.0189,0
39758264,0.6830,-0.6947,-0.2191,-0.0538,0.0124,-0.2654,0.0003,0
39758431,0.6832,-0.6947,-0.2188,-0.0520,0.0276,-0.2317,-0.1547,0
39758598,0.6833,-0.6949,-0.2183,-0.0502,0.0842,-0.3126,-0.2959,0
39758764,0.6830,-0.6953,-0.2182,-0.0484,0.0207,-0.2190,-0.1758,0
39758931,0.6829,-0.6957,-0.2180,-0.0467,-0.0561,-0.1757,0.0546,0
39759098,0.6832,-0.6956,-0.2177,-0.0450,-0.0207,-0.2296,-0.0333,0
39759264,0.6834,-0.6955,-0.2177,-0.0433,0.0537,-0.1626,-0.1793,0
39759431,0.6836,-0.6955,-0.2174,-0.0417,0.0412,-0.2395,-0.2974,0
39759598,0.6834,-0.6957,-0.2175,-0.0401,-0.0485,-0.2327,-0.2163,0
39759764,0.6835,-0.6957,-0.2176,-0.0386,-0.0182,-0.2413,-0.0863,0
39759931,0.6837,-0.6956,-0.2176,-0.0371,0.0610,-0.2238,-0.2097,0
39760098,0.6837,-0.6957,-0.2176,-0.0359,0.1186,-0.2432,-0.3333,0
39760264,0.6835,-0.6959,-0.2176,-0.0349,0.1272,-0.1772,-0.1950,0
39760431,0.6834,-0.6960,-0.2175,-0.0340,0.0170,-0.2323,-0.0373,0
39760598,0.6836,-0.6959,-0.2176,-0.0330,-0.0512,-0.2084,-0.0002,0
39760764,0.6840,-0.6956,-0.2175,-0.0321,0.0566,-0.2120,-0.1079,0
39760931,0.6843,-0.6953,-0.2174,-0.0312,0.0257,-0.2436,-0.2284,0
39761098,0.6845,-0.6952,-0.2175,-0.0304,0.0885,-0.2656,-0.1658,0
39761264,0.6846,-0.6951,-0.2175,-0.0297,0.0583,-0.2409,-0.0943,0
39761431,0.6849,-0.6949,-0.2174,-0.0291,0.0406,-0.2660,-0.1523,0
39761598,0.6850,-0.6948,-0.2173,-0.0284,-0.0151,-0.2901,-0.1852,0
39761764,0.6850,-0.6949,-0.2172,-0.0277,0.0006,-0.2928,-0.1644,0
39761931,0.6850,-0.6950,-0.2169,-0.0269,0.0401,-0.2947,-0.1935,0
39762098,0.6848,-0.6953,-0.2165,-0.0262,-0.0115,-0.2843,-0.2312,0
39762264,0.6847,-0.6956,-0.2162,-0.0256,-0.0210,-0.2258,-0.1418,0
39762431,0.6846,-0.6957,-0.2160,-0.0250,-0.0324,-0.2213,-0.0470,0
39762598,0.6847,-0.6957,-0.2160,-0.0244,-0.0359,-0.2367,-0.0899,0
39762765,0.6848,-0.6956,-0.2160,-0.0237,0.0342,-0.2973,0.0129,0
39762931,0.6849,-0.6955,-0.2159,-0.0231,-0.0429,-0.2745,0.0128,0
39763098,0.6851,-0.6954,-0.2158,-0.0224,-0.0030,-0.3188,-0.0819,0
39763265,0.6851,-0.6954,-0.2157,-0.0218,0.0083,-0.2414,-0.1162,0
39763431,0.6852,-0.6954,-0.2154,-0.0213,-0.0329,-0.2836,-0.1785,0
39763598,0.6852,-0.6954,-0.2154,-0.0209,-0.0320,-0.2484,-0.0816,0
39763765,0.6855,-0.6953,-0.2152,-0.0204,-0.0426,-0.2665,-0.0350,0
39763931,0.6859,-0.6949,-0.2150,-0.0198,-0.1008,-0.2574,-0.1013,0
39764098,0.6863,-0.6946,-0.2149,-0.0192,-0.0140,-0.2793,-0.2458,0
39764265,0.6865,-0.6944,-0.2150,-0.0188,-0.0406,-0.2968,-0.3087,0
39764431,0.6866,-0.6943,-0.2151,-0.0184,-0.0380,-0.3410,-0.2689,0
39764598,0.6866,-0.6942,-0.2152,-0.0182,0.0357,-0.3558,-0.2938,0
39764765,0.6866,-0.6941,-0.2154,-0.0181,-0.0112,-0.2730,-0.2840,0
39764931,0.6868,-0.6939,-0.2155,-0.0181,-0.0358,-0.2834,-0.1912,0
39765098,0.6870,-0.6936,-0.2157,-0.0182,-0.0301,-0.3256,-0.1842,0
39765265,0.6873,-0.6933,-0.2159,-0.0183,0.0277,-0.3795,-0.2358,0
39765431,0.6874,-0.6931,-0.2162,-0.0184,0.1070,-0.4097,-0.1842,0
39765598,0.6873,-0.6932,-0.2164,-0.0184,0.1187,-0.4621,-0.0832,0
39765765,0.6871,-0.6933,-0.2165,-0.0183,0.0442,-0.4509,0.0101,0
39765931,0.6870,-0.6934,-0.2166,-0.0179,-0.0002,-0.4044,0.0697,0
39766098,0.6870,-0.6934,-0.2166,-0.0175,0.0518,-0.3069,0.0323,0
39766265,0.6870,-0.6934,-0.2166,-0.0172,-0.0358,-0.3049,-0.1139,0
39766431,0.6869,-0.6935,-0.2169,-0.0168,-0.0290,-0.2379,-0.1193,0
39766598,0.6868,-0.6935,-0.2171,-0.0164,-0.0212,-0.1739,-0.0959,0
39766765,0.6868,-0.6934,-0.2173,-0.0161,-0.0314,-0.1902,-0.0811,0
39766931,0.6870,-0.6931,-0.2176,-0.0159,0.0016,-0.1921,-0.0836,0
39767098,0.6874,-0.6926,-0.2180,-0.0160,0.0273,-0.1988,-0.2054,0
39767265,0.6877,-0.6922,-0.2184,-0.0162,0.0558,-0.1553,-0.3316,0
39767431,0.6880,-0.6918,-0.2187,-0.0166,0.0294,-0.2404,-0.3533,0
39767598,0.6881,-0.6916,-0.2191,-0.0172,0.0188,-0.2451,-0.3142,0
39767765,0.6883,-0.6912,-0.2194,-0.0182,0.0975,-0.1880,-0.2679,0
39767931,0.6888,-0.6905,-0.2199,-0.0196,0.1668,-0.1203,-0.3070,0
39768098,0.6895,-0.6896,-0.2205,-0.0217,0.1591,0.0406,-0.4691,0
39768265,0.6902,-0.6885,-0.2213,-0.0245,0.2165,0.0113,-0.6397,0
39768431,0.6903,-0.6878,-0.2228,-0.0279,0.3799,-0.0843,-0.4421,0
39768598,0.6903,-0.6872,-0.2243,-0.0316,0.4767,-0.1132,-0.0439,0
39768765,0.6908,-0.6861,-0.2253,-0.0353,0.4146,-0.2234,0.0319,0
39768931,0.6917,-0.6847,-0.2263,-0.0391,0.2809,-0.2556,0.0233,0
39769098,0.6928,-0.6831,-0.2271,-0.0429,0.1737,-0.2758,-0.1530,0
39769265,0.6938,-0.6815,-0.2279,-0.0468,0.1487,-0.4731,-0.2990,0
39769431,0.6945,-0.6803,-0.2288,-0.0508,0.1828,-0.4996,-0.0943,0
39769598,0.6952,-0.6790,-0.2294,-0.0546,0.1532,-0.5560,-0.0761,0
39769765,0.6958,-0.6779,-0.2301,-0.0583,0.0360,-0.5106,-0.1307,0
39769931,0.6965,-0.6767,-0.2307,-0.0620,0.0303,-0.4356,-0.0925,0
39770098,0.6971,-0.6755,-0.2314,-0.0657,0.0065,-0.4109,-0.0999,0
39770265,0.6976,-0.6742,-0.2322,-0.0694,0.0146,-0.4426,-0.1166,0
39770431,0.6983,-0.6728,-0.2332,-0.0731,-0.0058,-0.4708,-0.0621,0
39770598,0.6990,-0.6713,-0.2343,-0.0766,0.1157,-0.2760,-0.0354,0
39770765,0.6998,-0.6697,-0.2352,-0.0802,0.1030,-0.1934,-0.2875,0
39770931,0.7007,-0.6678,-0.2364,-0.0843,0.1243,-0.2416,-0.3469,0
39771098,0.7016,-0.6658,-0.2379,-0.0887,0.2860,-0.2812,-0.3343,0
39771265,0.7023,-0.6639,-0.2394,-0.0936,0.5481,-0.2033,-0.2991,0
39771431,0.7026,-0.6623,-0.2407,-0.0988,0.6479,-0.3247,-0.2404,0
39771598,0.7027,-0.6609,-0.2420,-0.1042,0.5033,-0.2427,-0.1295,0
39771765,0.7032,-0.6590,-0.2433,-0.1101,0.4666,-0.2481,0.0232,0
39771931,0.7039,-0.6566,-0.2447,-0.1163,0.3404,-0.1794,0.0772,0
39772098,0.7045,-0.6542,-0.2463,-0.1225,0.4157,-0.1664,-0.1873,0
39772265,0.7046,-0.6521,-0.2483,-0.1289,0.3319,-0.2744,-0.1265,0
39772431,0.7045,-0.6502,-0.2503,-0.1353,0.2687,-0.2977,0.2922,0
39772598,0.7048,-0.6478,-0.2521,-0.1415,0.1546,-0.2616,0.2710,0
39772765,0.7053,-0.6452,-0.2539,-0.1478,0.0718,-0.3496,0.1866,0
39772931,0.7058,-0.6424,-0.2557,-0.1540,-0.0407,-0.3368,0.3201,0
39773098,0.7065,-0.6396,-0.2570,-0.1601,0.0405,-0.4337,0.1699,0
39773265,0.7067,-0.6374,-0.2585,-0.1659,0.0444,-0.5500,0.2598,0
39773431,0.7066,-0.6355,-0.2597,-0.1714,0.2435,-0.5153,0.8192,0
39773598,0.7071,-0.6335,-0.2598,-0.1765,0.1105,-0.2724,0.8132,0
39773765,0.7084,-0.6310,-0.2593,-0.1813,-0.0373,-0.2673,0.2473,0
39773931,0.7094,-0.6283,-0.2595,-0.1862,-0.1236,-0.0312,-0.1607,0
39774098,0.7109,-0.6248,-0.2602,-0.1914,0.0636,-0.3316,-0.2923,0
39774265,0.7114,-0.6217,-0.2620,-0.1966,0.2909,-0.3676,-0.0120,0
39774431,0.7121,-0.6187,-0.2636,-0.2017,0.4375,-0.5021,0.1312,0
39774598,0.7126,-0.6157,-0.2654,-0.2066,0.2949,-0.5115,0.0712,0
39774765,0.7132,-0.6124,-0.2673,-0.2116,0.2240,-0.6948,0.0109,0
39774931,0.7142,-0.6087,-0.2694,-0.2167,0.0899,-0.7200,-0.1664,0
39775098,0.7152,-0.6045,-0.2717,-0.2218,0.1881,-0.6320,-0.2491,0
39775265,0.7157,-0.6012,-0.2734,-0.2271,0.3610,-0.7669,-0.4050,0
39775431,0.7154,-0.5986,-0.2754,-0.2324,0.1424,-0.7951,-0.1644,0
39775598,0.7154,-0.5959,-0.2771,-0.2373,-0.0529,-0.6051,0.1957,0
39775765,0.7157,-0.5931,-0.2784,-0.2419,0.0741,-0.6146,0.0019,0
39775931,0.7155,-0.5907,-0.2803,-0.2461,-0.0818,-0.5475,0.0534,0
39776098,0.7151,-0.5886,-0.2822,-0.2501,-0.0123,-0.5901,0.3151,0
39776265,0.7151,-0.5861,-0.2841,-0.2538,0.1421,-0.5224,0.3126,0
39776431,0.7149,-0.5838,-0.2861,-0.2575,0.3491,-0.4543,0.1555,0
39776598,0.7145,-0.5815,-0.2881,-0.2614,0.3608,-0.3191,0.1194,0
39776765,0.7140,-0.5793,-0.2902,-0.2654,0.3107,-0.2377,0.3116,0
39776931,0.7135,-0.5771,-0.2921,-0.2695,0.4287,-0.3578,0.2572,0
39777098,0.7125,-0.5753,-0.2941,-0.2737,0.2713,-0.3933,0.4809,0
39777265,0.7123,-0.5728,-0.2957,-0.2775,-0.0161,-0.4513,0.4780,0
39777431,0.7120,-0.5704,-0.2977,-0.2812,0.0497,-0.5025,0.1908,0
39777598,0.7119,-0.5677,-0.2996,-0.2849,0.3255,-0.4756,0.0697,0
39777765,0.7114,-0.5653,-0.3014,-0.2889,0.4361,-0.4876,0.0290,0
39777931,0.7104,-0.5636,-0.3029,-0.2930,0.4534,-0.5111,0.1440,0
39778098,0.7093,-0.5620,-0.3045,-0.2971,0.0526,-0.5075,0.2801,0
39778265,0.7088,-0.5598,-0.3064,-0.3007,-0.0683,-0.5893,0.3384,0
39778431,0.7084,-0.5573,-0.3084,-0.3040,0.1296,-0.5006,0.1262,0
39778598,0.7080,-0.5550,-0.3102,-0.3074,0.2697,-0.4997,-0.0778,0
39778765,0.7073,-0.5530,-0.3118,-0.3110,0.0451,-0.4638,0.0123,0
39778931,0.7067,-0.5507,-0.3136,-0.3146,-0.0489,-0.5460,0.0874,0
39779098,0.7060,-0.5485,-0.3156,-0.3181,-0.0264,-0.4725,-0.0399,0
39779265,0.7054,-0.5460,-0.3175,-0.3216,0.1609,-0.4835,-0.1145,0
39779432,0.7045,-0.5442,-0.3192,-0.3250,0.1489,-0.5144,-0.0023,0
39779598,0.7035,-0.5425,-0.3208,-0.3284,0.0888,-0.6699,0.1812,0
39779765,0.7026,-0.5410,-0.3222,-0.3313,-0.3519,-0.6606,0.3885,0
39779932,0.7024,-0.5391,-0.3233,-0.3337,-0.2814,-0.7089,0.1305,0
39780098,0.7019,-0.5379,-0.3244,-0.3359,-0.0491,-0.5523,-0.1825,0
39780265,0.7008,-0.5372,-0.3252,-0.3384,0.0215,-0.4898,0.0131,0
39780432,0.6997,-0.5367,-0.3259,-0.3408,-0.0736,-0.3983,0.2345,0
39780598,0.6988,-0.5358,-0.3269,-0.3432,-0.0827,-0.3104,0.3260,0
39780765,0.6982,-0.5344,-0.3281,-0.3454,0.0058,-0.1798,0.2218,0
39780932,0.6977,-0.5329,-0.3295,-0.3475,0.0546,-0.1880,0.2336,0
39781098,0.6974,-0.5310,-0.3310,-0.3496,0.0341,-0.2539,0.2375,0
39781265,0.6972,-0.5290,-0.3324,-0.3516,0.1821,-0.3090,0.1374,0
39781432,0.6967,-0.5274,-0.3336,-0.3538,0.3084,-0.4001,0.0347,0
39781598,0.6960,-0.5262,-0.3346,-0.3560,0.2339,-0.4661,0.2137,0
39781765,0.6954,-0.5250,-0.3353,-0.3583,0.0414,-0.5574,0.2337,0
39781932,0.6949,-0.5239,-0.3359,-0.3604,-0.1710,-0.4880,0.1070,0
39782098,0.6944,-0.5227,-0.3367,-0.3622,-0.0900,-0.5787,0.0864,0
39782265,0.6939,-0.5218,-0.3372,-0.3640,-0.0909,-0.7196,0.0026,0
39782432,0.6934,-0.5213,-0.3375,-0.3656,-0.0545,-0.7090,0.0222,0
39782598,0.6926,-0.5213,-0.3374,-0.3670,-0.2635,-0.7453,0.1472,0
39782765,0.6921,-0.5212,-0.3373,-0.3681,-0.5665,-0.5367,0.1804,0
39782932,0.6918,-0.5212,-0.3375,-0.3686,-0.3086,-0.5119,-0.0729,0
39783098,0.6911,-0.5215,-0.3380,-0.3690,-0.1449,-0.4722,0.0187,0
