system_time_iso,epoch_time,rel_time_s,upper_w,upper_x,upper_y,upper_z,forearm_w,forearm_x,forearm_y,forearm_z,flexion_deg,pronation_deg,flexion_vel_deg_s,pronation_vel_deg_s
2026-08-05T11:19:35.215310,1785921575.215310,0.061260,0.5339373350143433,0.7663427591323853,0.3123578429222107,0.17341741919517517,0.6860048174858093,-0.1519165188074112,-0.2791958153247833,0.654498815536499,147.938364,-144.382887,-341.091775,432.733010
