DeviceTag: Xsens XIII,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Quaternion),StartTime: 2026-07-17 11:13:52.707,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
14478497,0.4957,0.5818,-0.3036,0.5689,-0.4537,-0.3219,0.0158,0
14478664,0.4964,0.5813,-0.3040,0.5685,-0.4346,-0.1061,-0.2333,0
14478830,0.4968,0.5815,-0.3044,0.5679,-0.4181,0.0281,-0.1801,0
14478997,0.4970,0.5815,-0.3045,0.5675,-0.1806,-0.2146,0.1740,0
14479164,0.4975,0.5813,-0.3049,0.5672,-0.0219,-0.4997,0.2968,0
14479331,0.4982,0.5804,-0.3057,0.5670,-0.0370,-0.5049,0.1733,0
14479497,0.4991,0.5790,-0.3065,0.5671,0.0555,-0.3376,-0.0627,0
14479664,0.4995,0.5783,-0.3070,0.5673,0.1693,-0.1890,-0.2317,0
14479831,0.4994,0.5780,-0.3071,0.5676,0.1958,-0.1514,-0.1873,0
14479997,0.4987,0.5783,-0.3070,0.5680,0.0880,-0.1937,-0.2098,0
14480164,0.4979,0.5787,-0.3070,0.5683,-0.1317,-0.2372,-0.0857,0
14480331,0.4971,0.5793,-0.3071,0.5683,-0.2696,-0.3401,-0.0384,0
14480497,0.4966,0.5795,-0.3073,0.5684,-0.2665,-0.3658,0.0208,0
14480664,0.4963,0.5796,-0.3076,0.5684,-0.2007,-0.2703,-0.0727,0
14480831,0.4959,0.5799,-0.3078,0.5684,-0.1291,-0.2107,-0.0040,0
14480997,0.4954,0.5803,-0.3081,0.5683,-0.1559,-0.2198,-0.0267,0
14481164,0.4949,0.5806,-0.3083,0.5682,-0.2362,-0.3768,0.0503,0
14481331,0.4946,0.5809,-0.3084,0.5681,-0.2446,-0.4350,0.0484,0
14481497,0.4942,0.5813,-0.3084,0.5681,-0.2657,-0.3894,0.1209,0
14481664,0.4941,0.5814,-0.3084,0.5681,-0.2496,-0.3796,0.2171,0
14481831,0.4942,0.5813,-0.3082,0.5682,-0.2757,-0.4390,0.2215,0
14481997,0.4945,0.5811,-0.3081,0.5683,-0.1902,-0.3604,0.0929,0
14482164,0.4948,0.5808,-0.3081,0.5683,-0.1326,-0.2256,-0.0482,0
14482331,0.4950,0.5805,-0.3079,0.5685,-0.1081,-0.2085,-0.0984,0
14482497,0.4951,0.5805,-0.3077,0.5686,-0.2252,-0.2232,-0.0878,0
14482664,0.4951,0.5804,-0.3076,0.5686,-0.2933,-0.2851,-0.0339,0
14482831,0.4954,0.5801,-0.3078,0.5686,-0.3403,-0.1940,-0.0657,0
14482997,0.4957,0.5797,-0.3079,0.5687,-0.2097,-0.1764,-0.0886,0
14483164,0.4958,0.5795,-0.3082,0.5686,-0.1678,-0.1301,-0.1601,0
14483331,0.7507,0.0851,-0.6510,-0.0738,-0.1369,0.2403,-0.0671,0
14483497,0.7505,0.0849,-0.6513,-0.0736,-0.2436,0.1758,-0.0011,0
14483664,0.7502,0.0848,-0.6516,-0.0734,-0.2525,0.2242,0.0795,0
14483831,0.7501,0.0847,-0.6517,-0.0734,-0.2366,0.2273,0.0987,0
14483997,0.7501,0.0846,-0.6518,-0.0734,-0.2889,0.2319,-0.0318,0
14484164,0.7499,0.0847,-0.6520,-0.0734,-0.2725,0.3857,0.0899,0
14484331,0.7500,0.0847,-0.6519,-0.0735,-0.3095,0.2939,0.1082,0
14484497,0.7501,0.0846,-0.6517,-0.0737,-0.2437,0.2167,0.0233,0
14484664,0.7501,0.0846,-0.6517,-0.0738,-0.2010,0.1913,-0.0124,0
14484831,0.7500,0.0848,-0.6518,-0.0739,-0.1799,0.2425,-0.0585,0
14484997,0.7500,0.0848,-0.6518,-0.0739,-0.2250,0.3506,-0.1212,0
14485164,0.7499,0.0848,-0.6519,-0.0739,-0.2417,0.3521,-0.0661,0
14485331,0.7502,0.0845,-0.6516,-0.0740,-0.1555,0.1363,0.0968,0
14485497,0.7503,0.0842,-0.6515,-0.0741,-0.1189,0.0867,0.0502,0
14485664,0.7502,0.0841,-0.6516,-0.0741,-0.2089,0.1622,-0.0205,0
14485831,0.7501,0.0842,-0.6518,-0.0738,-0.3612,0.1330,-0.1192,0
14485997,0.7501,0.0843,-0.6518,-0.0735,-0.2398,0.2072,-0.0763,0
14486164,0.7501,0.0844,-0.6518,-0.0731,-0.1213,0.2107,0.0251,0
14486331,0.7499,0.0848,-0.6521,-0.0728,-0.1560,0.2460,0.0599,0
14486497,0.7497,0.0852,-0.6523,-0.0724,-0.2552,0.3169,0.0123,0
14486664,0.7495,0.0856,-0.6525,-0.0720,-0.3171,0.4017,-0.0196,0
14486831,0.7493,0.0859,-0.6527,-0.0718,-0.2416,0.4843,0.0102,0
14486997,0.7492,0.0859,-0.6528,-0.0718,-0.0998,0.4237,0.0550,0
14487164,0.7492,0.0860,-0.6528,-0.0718,-0.0650,0.2970,0.0100,0
14487331,0.7490,0.0862,-0.6531,-0.0718,-0.1267,0.2370,0.0051,0
14487497,0.7488,0.0861,-0.6532,-0.0719,-0.2798,0.2005,-0.0180,0
14487664,0.7487,0.0859,-0.6534,-0.0717,-0.3025,0.1728,-0.0763,0
14487831,0.7486,0.0859,-0.6535,-0.0714,-0.2014,0.1419,-0.0291,0
14487997,0.7486,0.0859,-0.6535,-0.0711,-0.1051,0.1486,0.0172,0
14488164,0.7486,0.0860,-0.6536,-0.0708,-0.0931,0.2116,-0.0173,0
14488331,0.7484,0.0863,-0.6538,-0.0704,-0.2609,0.3242,-0.0625,0
14488497,0.7484,0.0865,-0.6538,-0.0701,-0.3260,0.4120,0.0059,0
14488664,0.7486,0.0866,-0.6537,-0.0699,-0.2774,0.3935,0.0583,0
14488831,0.7488,0.0863,-0.6534,-0.0699,-0.0357,0.2363,0.0368,0
14488997,0.7489,0.0862,-0.6533,-0.0699,-0.0087,0.1378,-0.0525,0
14489164,0.7488,0.0862,-0.6534,-0.0698,-0.1656,0.1932,-0.0948,0
14489331,0.7487,0.0864,-0.6536,-0.0696,-0.2354,0.2123,-0.0525,0
14489497,0.7486,0.0865,-0.6537,-0.0694,-0.2178,0.2371,-0.0011,0
14489664,0.7484,0.0868,-0.6539,-0.0691,-0.1489,0.2463,0.0550,0
14489831,0.7482,0.0872,-0.6541,-0.0688,-0.2245,0.3063,0.0349,0
14489997,0.7480,0.0876,-0.6543,-0.0685,-0.2231,0.3011,0.0051,0
14490164,0.7479,0.0879,-0.6544,-0.0682,-0.1807,0.2446,-0.0156,0
14490331,0.7478,0.0881,-0.6546,-0.0680,-0.0936,0.2446,-0.0908,0
14490497,0.7475,0.0882,-0.6548,-0.0678,-0.0826,0.2818,-0.0652,0
14490664,0.7474,0.0882,-0.6550,-0.0676,-0.1666,0.2811,0.0798,0
14490831,0.7473,0.0882,-0.6551,-0.0674,-0.2016,0.1913,0.0807,0
14490997,0.7472,0.0881,-0.6553,-0.0672,-0.1362,0.1482,0.0505,0
14491164,0.7472,0.0879,-0.6553,-0.0670,-0.1601,0.1991,-0.0147,0
14491331,0.7472,0.0877,-0.6554,-0.0668,-0.2354,0.2562,-0.0353,0
14491497,0.7472,0.0875,-0.6554,-0.0666,-0.2695,0.3035,0.0315,0
14491664,0.7473,0.0874,-0.6554,-0.0665,-0.2243,0.3167,0.0509,0
14491831,0.7473,0.0873,-0.6553,-0.0664,-0.1191,0.3006,-0.0068,0
14491997,0.7473,0.0872,-0.6554,-0.0662,-0.1228,0.2507,0.0144,0
14492164,0.7474,0.0871,-0.6553,-0.0661,-0.1873,0.2571,0.0388,0
14492331,0.7476,0.0869,-0.6551,-0.0661,-0.2503,0.2629,0.0103,0
14492497,0.7478,0.0868,-0.6549,-0.0661,-0.2412,0.2008,-0.0555,0
14492664,0.7479,0.0867,-0.6548,-0.0660,-0.1358,0.2149,-0.1257,0
14492831,0.7478,0.0868,-0.6549,-0.0660,-0.0641,0.2821,-0.0441,0
14492997,0.7478,0.0871,-0.6549,-0.0659,-0.1280,0.2950,0.0693,0
14493164,0.7477,0.0873,-0.6549,-0.0660,-0.2000,0.3370,0.0071,0
14493331,0.7477,0.0871,-0.6549,-0.0662,-0.1471,0.3296,-0.0833,0
14493497,0.7477,0.0868,-0.6550,-0.0665,-0.1048,0.2871,-0.0580,0
14493664,0.7477,0.0866,-0.6550,-0.0668,-0.1001,0.2293,0.0015,0
14493831,0.7476,0.0865,-0.6551,-0.0670,-0.1284,0.2120,0.0075,0
14493997,0.7475,0.0864,-0.6552,-0.0673,-0.2253,0.2853,-0.0294,0
14494164,0.7475,0.0862,-0.6551,-0.0675,-0.2125,0.3304,-0.0137,0
14494331,0.7476,0.0861,-0.6551,-0.0677,-0.1237,0.2327,0.0577,0
14494497,0.7476,0.0860,-0.6551,-0.0679,-0.0929,0.1858,0.0520,0
14494664,0.7475,0.0859,-0.6551,-0.0680,-0.1660,0.1578,-0.0011,0
14494831,0.7475,0.0859,-0.6552,-0.0680,-0.2815,0.1977,-0.0111,0
14494997,0.7475,0.0859,-0.6552,-0.0680,-0.1963,0.2946,-0.0668,0
14495164,0.7475,0.0858,-0.6552,-0.0680,-0.0832,0.3099,-0.0426,0
14495331,0.7475,0.0856,-0.6552,-0.0682,-0.1327,0.3061,0.0344,0
14495497,0.7476,0.0854,-0.6551,-0.0684,-0.2019,0.2890,-0.0665,0
14495664,0.7476,0.0852,-0.6551,-0.0683,-0.2150,0.2542,-0.0706,0
14495831,0.7476,0.0848,-0.6551,-0.0683,-0.1582,0.2246,0.0224,0
14495998,0.7478,0.0842,-0.6551,-0.0684,-0.0638,0.2323,0.0200,0
14496164,0.7478,0.0837,-0.6551,-0.0684,-0.1081,0.1879,-0.0633,0
14496331,0.7477,0.0835,-0.6553,-0.0683,-0.2200,0.1471,-0.1137,0
14496498,0.7475,0.0834,-0.6555,-0.0680,-0.2307,0.1943,-0.0105,0
14496664,0.7474,0.0831,-0.6557,-0.0678,-0.1660,0.3208,0.0753,0
14496831,0.7473,0.0828,-0.6559,-0.0677,-0.1509,0.3902,-0.0003,0
14496998,0.7472,0.0824,-0.6560,-0.0678,-0.2269,0.3351,-0.0024,0
14497164,0.7472,0.0822,-0.6560,-0.0678,-0.2169,0.2830,0.0294,0
14497331,0.7472,0.0821,-0.6560,-0.0678,-0.1192,0.2558,0.0681,0
14497498,0.7472,0.0819,-0.6560,-0.0678,-0.1072,0.2335,0.0464,0
14497664,0.7472,0.0817,-0.6560,-0.0680,-0.1815,0.2776,0.0037,0
14497831,0.7473,0.0815,-0.6559,-0.0680,-0.1942,0.2747,-0.0057,0
14497998,0.7474,0.0813,-0.6559,-0.0681,-0.0955,0.2122,-0.0150,0
14498164,0.7473,0.0811,-0.6560,-0.0681,-0.0414,0.2006,0.0003,0
14498331,0.7473,0.0810,-0.6560,-0.0681,-0.1133,0.2480,0.0164,0
14498498,0.7473,0.0809,-0.6560,-0.0681,-0.2451,0.2714,-0.0293,0
14498664,0.7474,0.0806,-0.6559,-0.0682,-0.2178,0.2550,-0.0672,0
14498831,0.7474,0.0803,-0.6560,-0.0682,-0.1219,0.2739,-0.0248,0
14498998,0.7475,0.0801,-0.6559,-0.0682,-0.1785,0.2614,0.0464,0
14499164,0.7476,0.0798,-0.6558,-0.0683,-0.1316,0.2767,0.0349,0
14499331,0.7477,0.0795,-0.6557,-0.0684,-0.1025,0.2683,0.0560,0
14499498,0.7478,0.0792,-0.6556,-0.0685,-0.1144,0.2312,0.0171,0
14499664,0.7479,0.0788,-0.6555,-0.0685,-0.1689,0.1727,0.0064,0
14499831,0.7481,0.0785,-0.6553,-0.0685,-0.1546,0.1851,0.0458,0
14499998,0.7483,0.0782,-0.6551,-0.0684,-0.1497,0.1846,0.0632,0
14500164,0.7485,0.0779,-0.6549,-0.0685,-0.1358,0.1949,0.0257,0
14500331,0.7487,0.0778,-0.6547,-0.0684,-0.1698,0.1858,-0.0558,0
14500498,0.7489,0.0777,-0.6546,-0.0683,-0.1716,0.2268,-0.1121,0
14500664,0.7490,0.0775,-0.6545,-0.0681,-0.1360,0.2685,-0.0341,0
14500831,0.7491,0.0774,-0.6545,-0.0678,-0.0762,0.3131,-0.0326,0
14500998,0.7491,0.0773,-0.6544,-0.0676,-0.1065,0.3075,-0.0194,0
14501164,0.7492,0.0770,-0.6544,-0.0675,-0.1255,0.2823,0.0442,0
14501331,0.7492,0.0767,-0.6544,-0.0675,-0.1465,0.2536,0.0929,0
14501498,0.7492,0.0764,-0.6544,-0.0676,-0.1865,0.2486,0.0370,0
14501664,0.7492,0.0761,-0.6544,-0.0676,-0.1655,0.2666,-0.0308,0
14501831,0.7492,0.0760,-0.6545,-0.0675,-0.1126,0.2589,0.0400,0
14501998,0.7493,0.0761,-0.6544,-0.0671,-0.1569,0.1975,0.1543,0
14502164,0.7495,0.0759,-0.6542,-0.0671,-0.1831,0.1978,0.1284,0
14502331,0.7496,0.0759,-0.6541,-0.0670,-0.2032,0.2043,-0.0058,0
14502498,0.7497,0.0759,-0.6540,-0.0668,-0.1458,0.2676,-0.0606,0
14502664,0.7499,0.0758,-0.6539,-0.0666,-0.1636,0.2804,-0.0251,0
14502831,0.7501,0.0756,-0.6536,-0.0665,-0.1132,0.2913,-0.0108,0
14502998,0.7503,0.0753,-0.6534,-0.0665,-0.0132,0.2494,0.0306,0
14503164,0.7504,0.0750,-0.6533,-0.0665,-0.0782,0.2606,-0.0111,0
14503331,0.7506,0.0747,-0.6531,-0.0665,-0.1900,0.3031,-0.0674,0
14503498,0.7509,0.0744,-0.6529,-0.0664,-0.1951,0.3001,-0.0147,0
14503664,0.7511,0.0740,-0.6527,-0.0664,-0.1147,0.2486,0.0265,0
14503831,0.7513,0.0738,-0.6525,-0.0662,-0.0636,0.1929,0.0098,0
14503998,0.7515,0.0735,-0.6523,-0.0662,-0.1017,0.2270,0.0169,0
14504164,0.7517,0.0733,-0.6521,-0.0661,-0.2131,0.2701,-0.0009,0
14504331,0.7519,0.0732,-0.6518,-0.0661,-0.2011,0.2381,-0.0559,0
14504498,0.7521,0.0732,-0.6516,-0.0660,-0.1187,0.2426,-0.0236,0
14504664,0.7523,0.0731,-0.6514,-0.0657,-0.0505,0.2264,0.0352,0
14504831,0.7526,0.0732,-0.6512,-0.0654,-0.0916,0.2522,0.0509,0
14504998,0.7527,0.0731,-0.6510,-0.0652,-0.0714,0.2862,-0.0789,0
14505164,0.7528,0.0732,-0.6509,-0.0650,-0.0907,0.2677,-0.0416,0
14505331,0.7529,0.0731,-0.6508,-0.0649,-0.1502,0.2692,-0.0129,0
14505498,0.7531,0.0731,-0.6506,-0.0648,-0.1488,0.2970,0.0170,0
14505664,0.7533,0.0729,-0.6504,-0.0649,-0.1142,0.2822,0.0315,0
14505831,0.7535,0.0726,-0.6502,-0.0650,-0.1369,0.3076,0.0484,0
14505998,0.7537,0.0724,-0.6499,-0.0651,-0.1237,0.2654,0.0297,0
14506164,0.7540,0.0722,-0.6497,-0.0653,-0.1024,0.2428,-0.0854,0
14506331,0.7541,0.0722,-0.6495,-0.0653,-0.0817,0.2594,-0.1168,0
14506498,0.7542,0.0721,-0.6494,-0.0653,-0.0316,0.2860,-0.0901,0
14506664,0.7542,0.0719,-0.6494,-0.0655,-0.1090,0.3095,-0.0532,0
14506831,0.7543,0.0715,-0.6493,-0.0657,-0.1081,0.2940,-0.0035,0
14506998,0.7545,0.0709,-0.6491,-0.0661,-0.1326,0.2249,-0.0165,0
14507164,0.7546,0.0706,-0.6490,-0.0663,-0.1470,0.1733,-0.0118,0
14507331,0.7546,0.0704,-0.6490,-0.0664,-0.2295,0.1716,0.0050,0
14507498,0.7547,0.0704,-0.6489,-0.0664,-0.2202,0.2522,0.0300,0
14507664,0.7547,0.0704,-0.6488,-0.0665,-0.1813,0.3008,0.1037,0
14507831,0.7549,0.0703,-0.6487,-0.0666,-0.1255,0.2744,0.1046,0
14507998,0.7550,0.0702,-0.6485,-0.0668,-0.0791,0.2469,0.0748,0
14508164,0.7552,0.0698,-0.6483,-0.0672,-0.1154,0.2120,0.0365,0
14508331,0.7554,0.0697,-0.6481,-0.0674,-0.1232,0.1863,-0.0233,0
14508498,0.7554,0.0695,-0.6480,-0.0676,-0.1397,0.2162,-0.0530,0
14508664,0.7555,0.0695,-0.6479,-0.0679,-0.1893,0.2090,-0.0259,0
14508831,0.7556,0.0694,-0.6477,-0.0680,-0.1806,0.2487,-0.0112,0
14508998,0.7558,0.0694,-0.6475,-0.0682,-0.1421,0.2054,0.0333,0
14509164,0.7560,0.0693,-0.6473,-0.0683,-0.1466,0.1527,-0.0164,0
14509331,0.7562,0.0693,-0.6471,-0.0683,-0.1195,0.1378,-0.0478,0
14509498,0.7562,0.0693,-0.6471,-0.0683,-0.1314,0.1668,-0.0656,0
14509664,0.7562,0.0695,-0.6471,-0.0682,-0.1117,0.2212,-0.0999,0
14509831,0.7561,0.0696,-0.6472,-0.0681,-0.0981,0.2239,-0.0601,0
14509998,0.7560,0.0696,-0.6472,-0.0680,-0.0834,0.2198,0.0240,0
14510164,0.7560,0.0694,-0.6473,-0.0680,-0.1179,0.3194,-0.0463,0
14510331,0.7560,0.0693,-0.6474,-0.0680,-0.1679,0.3544,-0.1035,0
14510498,0.7559,0.0692,-0.6475,-0.0681,-0.1076,0.2851,-0.0522,0
14510664,0.7557,0.0691,-0.6476,-0.0681,-0.0881,0.2666,0.0391,0
14510831,0.7556,0.0691,-0.6478,-0.0681,-0.1068,0.2917,0.0752,0
14510998,0.7554,0.0689,-0.6480,-0.0682,-0.1534,0.2979,0.1221,0
14511164,0.7554,0.0687,-0.6480,-0.0685,-0.2293,0.2830,0.1103,0
14511331,0.7554,0.0684,-0.6480,-0.0686,-0.2467,0.2375,0.0101,0
14511498,0.7554,0.0681,-0.6480,-0.0689,-0.2106,0.1737,-0.0283,0
14511664,0.7554,0.0683,-0.6480,-0.0689,-0.1515,0.1528,0.0569,0
14511831,0.7554,0.0685,-0.6480,-0.0689,-0.1646,0.1998,0.0521,0
14511998,0.7554,0.0687,-0.6480,-0.0690,-0.1825,0.2077,-0.0205,0
14512164,0.7553,0.0690,-0.6480,-0.0689,-0.1489,0.2069,-0.0335,0
14512331,0.7553,0.0691,-0.6481,-0.0690,-0.1298,0.2039,-0.0888,0
14512498,0.7552,0.0694,-0.6481,-0.0689,-0.0411,0.2049,-0.0053,0
14512665,0.7552,0.0697,-0.6481,-0.0687,-0.0276,0.1206,0.1046,0
14512831,0.7554,0.0702,-0.6479,-0.0683,-0.0830,0.1489,0.2825,0
14512998,0.7557,0.0707,-0.6475,-0.0682,-0.1980,0.3653,0.1730,0
14513165,0.7560,0.0710,-0.6471,-0.0684,-0.2802,0.3628,0.1577,0
14513331,0.7564,0.0711,-0.6466,-0.0688,-0.2282,0.4048,-0.1217,0
14513498,0.7565,0.0716,-0.6463,-0.0692,-0.1962,0.3617,-0.2255,0
14513665,0.7564,0.0726,-0.6464,-0.0695,-0.0328,0.3514,-0.1512,0
14513831,0.7560,0.0739,-0.6467,-0.0696,0.1021,0.3563,-0.1131,0
14513998,0.7557,0.0748,-0.6469,-0.0701,-0.0223,0.3733,-0.0568,0
14514165,0.7554,0.0751,-0.6470,-0.0710,-0.0774,0.3948,-0.0496,0
14514331,0.7552,0.0754,-0.6471,-0.0717,-0.0944,0.3663,-0.0245,0
14514498,0.7550,0.0755,-0.6473,-0.0725,-0.0811,0.2334,0.0016,0
14514665,0.7548,0.0763,-0.6474,-0.0727,-0.0735,0.1989,-0.0296,0
14514831,0.7544,0.0767,-0.6477,-0.0732,-0.0438,0.1801,-0.0121,0
14514998,0.7540,0.0771,-0.6482,-0.0736,-0.1008,0.1469,0.0475,0
14515165,0.7536,0.0774,-0.6485,-0.0741,-0.1619,0.1571,-0.0039,0
14515331,0.7532,0.0779,-0.6490,-0.0744,-0.1525,0.2016,-0.0192,0
14515498,0.7527,0.0785,-0.6494,-0.0747,-0.1776,0.2148,0.0171,0
14515665,0.7524,0.0791,-0.6496,-0.0749,-0.1072,0.1360,0.0919,0
14515831,0.7523,0.0794,-0.6497,-0.0752,-0.0509,0.2278,-0.0517,0
14515998,0.7519,0.0797,-0.6500,-0.0756,0.0717,0.3190,-0.1808,0
14516165,0.7514,0.0804,-0.6505,-0.0760,-0.0938,0.3323,-0.0781,0
14516331,0.7509,0.0813,-0.6509,-0.0765,-0.1832,0.2874,0.0541,0
14516498,0.7503,0.0822,-0.6514,-0.0771,-0.1509,0.3060,0.0307,0
14516665,0.7495,0.0829,-0.6521,-0.0779,0.0243,0.3325,-0.0447,0
14516831,0.7487,0.0836,-0.6529,-0.0787,-0.0892,0.3213,0.1168,0
14516998,0.7482,0.0846,-0.6532,-0.0796,-0.3530,0.3778,0.1940,0
14517165,0.7479,0.0860,-0.6533,-0.0804,-0.3036,0.3480,0.1128,0
14517331,0.7474,0.0873,-0.6536,-0.0813,-0.1514,0.2462,0.0266,0
14517498,0.7469,0.0885,-0.6539,-0.0822,-0.0876,0.2087,-0.0077,0
14517665,0.7464,0.0895,-0.6542,-0.0830,-0.0717,0.2389,0.0374,0
14517831,0.7460,0.0906,-0.6545,-0.0837,-0.0551,0.2570,0.1054,0
14517998,0.7457,0.0914,-0.6546,-0.0845,-0.0689,0.2865,0.0894,0
14518165,0.7455,0.0917,-0.6546,-0.0856,-0.0320,0.4131,0.0180,0
14518331,0.7452,0.0922,-0.6548,-0.0868,-0.0541,0.4837,0.0687,0
14518498,0.7450,0.0927,-0.6547,-0.0881,-0.2140,0.3933,0.2319,0
14518665,0.7452,0.0926,-0.6543,-0.0896,-0.2108,0.2211,0.2322,0
14518831,0.7456,0.0925,-0.6537,-0.0908,-0.2477,0.0590,0.1781,0
14518998,0.7459,0.0928,-0.6532,-0.0918,-0.2733,0.0589,-0.1604,0
14519165,0.7458,0.0937,-0.6530,-0.0925,-0.3124,0.1862,-0.1631,0
14519331,0.7459,0.0950,-0.6526,-0.0932,-0.2654,0.2784,0.0536,0
14519498,0.7461,0.0963,-0.6521,-0.0940,-0.0578,0.2772,0.1803,0
14519665,0.7463,0.0971,-0.6515,-0.0950,0.1674,0.1560,0.0028,0
14519831,0.7463,0.0977,-0.6513,-0.0960,0.1857,0.0822,-0.3187,0
14519998,0.7459,0.0986,-0.6516,-0.0965,0.0447,0.0264,-0.3592,0
14520165,0.7454,0.0995,-0.6520,-0.0969,-0.1102,0.0971,-0.2360,0
14520331,0.7450,0.1001,-0.6522,-0.0974,-0.1544,0.3150,-0.1085,0
14520498,0.7446,0.1006,-0.6526,-0.0979,-0.1253,0.3684,-0.2067,0
14520665,0.7440,0.1010,-0.6532,-0.0984,-0.0633,0.2887,-0.2204,0
14520831,0.7433,0.1015,-0.6537,-0.0988,-0.1463,0.2565,0.0082,0
14520998,0.7430,0.1018,-0.6539,-0.0995,-0.2695,0.2294,0.1986,0
14521165,0.7428,0.1022,-0.6541,-0.1003,-0.2357,0.2642,0.1886,0
14521331,0.7425,0.1028,-0.6541,-0.1011,-0.1843,0.1225,0.0932,0
14521498,0.7423,0.1035,-0.6542,-0.1019,-0.1106,0.1128,0.0128,0
14521665,0.7420,0.1043,-0.6543,-0.1028,-0.0122,0.2783,0.0166,0
14521831,0.7414,0.1054,-0.6546,-0.1035,-0.1004,0.4844,0.0740,0
14521998,0.7410,0.1066,-0.6547,-0.1045,-0.2213,0.4350,0.0948,0
14522165,0.7407,0.1076,-0.6547,-0.1057,-0.0666,0.3032,0.1735,0
14522331,0.7406,0.1082,-0.6546,-0.1069,-0.0383,0.2425,0.1819,0
14522498,0.7405,0.1084,-0.6543,-0.1083,0.0344,0.2437,-0.0041,0
14522665,0.7403,0.1088,-0.6544,-0.1095,-0.0129,0.2490,-0.0680,0
14522831,0.7399,0.1097,-0.6544,-0.1106,-0.1089,0.2042,-0.0164,0
14522998,0.7396,0.1107,-0.6544,-0.1117,-0.1017,0.2857,-0.0309,0
14523165,0.7393,0.1118,-0.6544,-0.1127,-0.0290,0.3056,-0.1034,0
14523331,0.7389,0.1128,-0.6545,-0.1138,-0.0124,0.2389,-0.0829,0
14523498,0.7387,0.1136,-0.6544,-0.1148,-0.0381,0.1946,-0.0565,0
14523665,0.7385,0.1142,-0.6544,-0.1159,-0.0596,0.1239,-0.0717,0
14523831,0.7383,0.1147,-0.6543,-0.1169,-0.0936,0.0242,-0.0068,0
14523998,0.7380,0.1154,-0.6543,-0.1176,-0.1244,0.0121,-0.1722,0
14524165,0.7376,0.1164,-0.6547,-0.1179,-0.0774,0.1301,-0.3888,0
14524331,0.7370,0.1173,-0.6551,-0.1182,-0.0038,0.3886,-0.3155,0
14524498,0.7366,0.1178,-0.6553,-0.1190,0.0572,0.5134,-0.0576,0
14524665,0.7363,0.1178,-0.6554,-0.1201,-0.0294,0.3040,0.0310,0
14524831,0.7360,0.1179,-0.6555,-0.1209,-0.0993,0.0091,-0.1482,0
14524998,0.7356,0.1180,-0.6560,-0.1214,-0.0685,-0.1177,-0.1116,0
14525165,0.7352,0.1180,-0.6563,-0.1218,-0.1124,-0.0277,0.0855,0
14525331,0.7350,0.1178,-0.6565,-0.1223,-0.1961,0.1217,0.1328,0
14525498,0.7345,0.1182,-0.6569,-0.1224,-0.3214,0.1377,-0.0753,0
14525665,0.7340,0.1191,-0.6574,-0.1222,-0.2927,0.1666,-0.1808,0
14525831,0.7337,0.1198,-0.6576,-0.1222,-0.1390,0.2454,-0.1465,0
14525998,0.7333,0.1203,-0.6580,-0.1222,-0.0138,0.3601,-0.0313,0
14526165,0.7329,0.1208,-0.6583,-0.1221,-0.1136,0.2922,0.0602,0
14526331,0.7326,0.1214,-0.6586,-0.1220,-0.1541,0.3064,-0.0346,0
14526498,0.7323,0.1217,-0.6588,-0.1221,-0.1423,0.3369,-0.0891,0
14526665,0.7321,0.1218,-0.6590,-0.1223,-0.0655,0.2889,-0.1568,0
14526831,0.7318,0.1218,-0.6593,-0.1224,0.0058,0.1583,-0.0684,0
14526998,0.7314,0.1218,-0.6597,-0.1224,-0.0640,0.0822,-0.0894,0
14527165,0.7309,0.1217,-0.6603,-0.1222,-0.0875,0.0874,-0.1478,0
14527331,0.7304,0.1212,-0.6610,-0.1221,-0.1023,0.1813,-0.0477,0
14527498,0.7302,0.1203,-0.6614,-0.1220,-0.0129,0.2253,0.0133,0
14527665,0.7300,0.1192,-0.6618,-0.1220,-0.1211,0.0963,0.0303,0
14527831,0.7298,0.1185,-0.6622,-0.1215,-0.2008,-0.0462,-0.0809,0
14527998,0.7294,0.1182,-0.6629,-0.1207,-0.2483,0.0349,-0.1932,0
14528165,0.7290,0.1180,-0.6635,-0.1200,-0.1949,0.1914,-0.0900,0
14528331,0.7288,0.1177,-0.6638,-0.1195,-0.1216,0.3606,-0.0515,0
14528498,0.7288,0.1171,-0.6641,-0.1191,-0.0386,0.3430,0.0051,0
14528665,0.7285,0.1167,-0.6645,-0.1187,-0.0859,0.2150,0.0416,0
14528831,0.7284,0.1161,-0.6648,-0.1184,-0.2120,0.2400,0.1564,0
14528998,0.7284,0.1157,-0.6649,-0.1180,-0.3764,0.2581,0.2031,0
14529165,0.7286,0.1155,-0.6648,-0.1178,-0.2967,0.1297,0.0815,0
14529332,0.7285,0.1158,-0.6650,-0.1172,-0.0563,0.0774,0.0934,0
14529498,0.7284,0.1164,-0.6651,-0.1164,-0.0125,0.2287,0.0819,0
14529665,0.7284,0.1166,-0.6651,-0.1158,-0.0460,0.3445,0.1270,0
14529832,0.7284,0.1165,-0.6652,-0.1155,-0.0705,0.3074,0.2303,0
