DeviceTag: Xsens_IX,FirmwareVersion: 3.0.0,AppVersion: 2023.6.0,SyncStatus: Unknown (Synced/Un-synced),OutputRate: 60,FilterProfile: Unknown,Measurement Mode: Sensor fusion Mode - Extended (Euler),StartTime: 2026-07-17 10:50:31.863,© Movella Technologies B.V. 2005-2026
SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Status
707678,0.8620,0.1455,-0.3334,0.3530,-0.0165,0.0101,0.0999,0
707845,0.8620,0.1455,-0.3334,0.3530,0.0064,-0.0039,0.0881,0
708012,0.8620,0.1455,-0.3334,0.3530,-0.0131,0.0124,0.1016,0
708178,0.8620,0.1455,-0.3334,0.3530,-0.0061,-0.0159,0.1148,0
708345,0.8620,0.1455,-0.3334,0.3529,0.0018,0.0082,0.0877,0
708512,0.8620,0.1454,-0.3334,0.3529,-0.0123,-0.0038,0.1044,0
708678,0.8620,0.1454,-0.3334,0.3529,0.0013,-0.0122,0.0914,0
708845,0.8620,0.1455,-0.3334,0.3529,-0.0221,-0.0111,0.1130,0
709012,0.8620,0.1455,-0.3334,0.3530,-0.0020,0.0032,0.0676,0
709178,0.8620,0.1455,-0.3334,0.3529,0.0022,0.0157,0.0835,0
709345,0.8621,0.1454,-0.3334,0.3529,0.0038,0.0023,0.0922,0
709512,0.8621,0.1455,-0.3334,0.3529,0.0006,0.0053,0.0779,0
709678,0.8621,0.1454,-0.3334,0.3529,0.0050,0.0013,0.0813,0
709845,0.8621,0.1455,-0.3334,0.3529,0.0125,0.0051,0.0954,0
710012,0.8621,0.1455,-0.3334,0.3529,-0.0018,-0.0013,0.1030,0
710178,0.8621,0.1455,-0.3334,0.3529,-0.0086,0.0034,0.0950,0
710345,0.8621,0.1454,-0.3334,0.3528,0.0027,0.0121,0.0927,0
710512,0.8621,0.1454,-0.3334,0.3528,0.0026,0.0025,0.0753,0
710678,0.8621,0.1454,-0.3334,0.3528,0.0076,0.0010,0.0841,0
710845,0.8621,0.1454,-0.3334,0.3528,-0.0026,-0.0004,0.0773,0
711012,0.8621,0.1454,-0.3334,0.3528,-0.0105,0.0020,0.1036,0
711178,0.8621,0.1454,-0.3334,0.3528,-0.0027,-0.0163,0.1031,0
711345,0.8621,0.1454,-0.3334,0.3528,-0.0189,0.0058,0.0999,0
711512,0.8621,0.1454,-0.3334,0.3527,-0.0236,-0.0132,0.1018,0
711678,0.8621,0.1454,-0.3334,0.3528,0.0032,0.0037,0.0917,0
711845,0.8621,0.1454,-0.3334,0.3528,-0.0019,0.0037,0.0915,0
712012,0.8621,0.1454,-0.3334,0.3528,-0.0091,-0.0118,0.0743,0
712178,0.8621,0.1454,-0.3334,0.3528,-0.0018,0.0104,0.0985,0
712345,0.8621,0.1454,-0.3334,0.3527,-0.0222,0.0109,0.0949,0
712512,0.8622,0.1454,-0.3334,0.3527,-0.0219,0.0019,0.1069,0
712678,0.8621,0.1454,-0.3334,0.3527,-0.0083,0.0147,0.1004,0
712845,0.8621,0.1454,-0.3334,0.3528,-0.0006,0.0031,0.0723,0
713012,0.8621,0.1454,-0.3333,0.3528,-0.0024,-0.0016,0.0970,0
713179,0.8622,0.1454,-0.3334,0.3528,-0.0119,0.0082,0.1020,0
713345,0.8622,0.1454,-0.3334,0.3527,-0.0049,0.0036,0.0848,0
713512,0.8622,0.1454,-0.3334,0.3527,-0.0011,0.0192,0.0859,0
713679,0.8622,0.1454,-0.3334,0.3528,-0.0074,0.0040,0.0885,0
713845,0.8621,0.1454,-0.3334,0.3528,-0.0058,0.0030,0.0941,0
714012,0.8621,0.1454,-0.3334,0.3528,-0.0089,0.0117,0.1084,0
714179,0.8622,0.1454,-0.3334,0.3527,-0.0022,0.0005,0.1073,0
714345,0.8622,0.1453,-0.3334,0.3527,0.0114,-0.0101,0.1019,0
714512,0.8622,0.1453,-0.3334,0.3527,-0.0073,0.0021,0.1009,0
714679,0.8622,0.1453,-0.3334,0.3527,-0.0061,0.0159,0.0781,0
714845,0.8622,0.1454,-0.3334,0.3527,0.0117,0.0141,0.0836,0
715012,0.8621,0.1453,-0.3334,0.3527,-0.0042,0.0026,0.0971,0
715179,0.8622,0.1453,-0.3334,0.3527,0.0044,0.0071,0.0888,0
715345,0.8622,0.1453,-0.3334,0.3527,-0.0174,-0.0109,0.1168,0
715512,0.8622,0.1453,-0.3334,0.3527,-0.0068,-0.0099,0.1017,0
715679,0.8622,0.1453,-0.3334,0.3527,-0.0066,0.0054,0.0838,0
715845,0.8622,0.1453,-0.3334,0.3527,0.0015,0.0110,0.0891,0
716012,0.8622,0.1453,-0.3334,0.3527,-0.0183,0.0049,0.1011,0
716179,0.8622,0.1453,-0.3334,0.3527,0.0072,-0.0025,0.0879,0
716345,0.8622,0.1453,-0.3334,0.3527,-0.0114,-0.0014,0.0945,0
716512,0.8622,0.1453,-0.3334,0.3527,0.0134,0.0014,0.0799,0
716679,0.8622,0.1453,-0.3334,0.3527,0.0027,-0.0033,0.1043,0
716845,0.8622,0.1453,-0.3334,0.3527,0.0032,0.0185,0.0669,0
717012,0.8622,0.1453,-0.3334,0.3527,0.0001,0.0160,0.0873,0
717179,0.8622,0.1453,-0.3334,0.3527,-0.0017,0.0076,0.0882,0
717345,0.8622,0.1453,-0.3334,0.3527,-0.0095,0.0105,0.0930,0
717512,0.8622,0.1453,-0.3334,0.3527,-0.0026,0.0149,0.0872,0
717679,0.8622,0.1453,-0.3334,0.3527,0.0105,0.0039,0.0727,0
717845,0.8622,0.1453,-0.3334,0.3527,-0.0136,0.0065,0.1240,0
718012,0.8622,0.1453,-0.3334,0.3527,-0.0091,-0.0108,0.0932,0
718179,0.8622,0.1453,-0.3334,0.3526,-0.0067,-0.0016,0.0897,0
718345,0.8622,0.1453,-0.3334,0.3526,-0.0240,0.0032,0.0993,0
718512,0.8622,0.1453,-0.3334,0.3526,-0.0064,-0.0188,0.1053,0
718679,0.8622,0.1453,-0.3334,0.3526,-0.0110,-0.0067,0.0848,0
718845,0.8622,0.1453,-0.3334,0.3526,-0.0164,0.0021,0.1035,0
719012,0.8622,0.1453,-0.3335,0.3526,-0.0170,0.0086,0.0862,0
719179,0.8622,0.1453,-0.3335,0.3526,-0.0097,0.0110,0.0691,0
719345,0.8622,0.1452,-0.3335,0.3526,-0.0122,-0.0130,0.0871,0
719512,0.8622,0.1452,-0.3335,0.3526,0.0145,0.0048,0.0878,0
719679,0.8622,0.1452,-0.3335,0.3526,0.0053,0.0082,0.0932,0
719845,0.8622,0.1452,-0.3335,0.3526,-0.0122,0.0150,0.0948,0
720012,0.8622,0.1452,-0.3335,0.3526,-0.0019,0.0127,0.0827,0
720179,0.8622,0.1452,-0.3334,0.3526,0.0021,-0.0037,0.0897,0
720345,0.8622,0.1452,-0.3334,0.3526,0.0049,0.0120,0.0830,0
720512,0.8622,0.1452,-0.3335,0.3526,0.0002,0.0135,0.0883,0
720679,0.8622,0.1452,-0.3334,0.3526,-0.0030,-0.0027,0.0952,0
720845,0.8622,0.1452,-0.3335,0.3526,0.0019,-0.0035,0.0764,0
721012,0.8622,0.1452,-0.3335,0.3526,-0.0092,0.0066,0.0957,0
721179,0.8622,0.1452,-0.3335,0.3525,-0.0178,0.0018,0.0993,0
721345,0.8622,0.1452,-0.3335,0.3525,0.0167,0.0167,0.0851,0
721512,0.8622,0.1452,-0.3335,0.3525,0.0009,0.0015,0.0994,0
721679,0.8622,0.1452,-0.3335,0.3525,-0.0113,0.0048,0.0846,0
721845,0.8622,0.1452,-0.3335,0.3525,0.0017,0.0119,0.0952,0
722012,0.8622,0.1452,-0.3335,0.3525,0.0093,0.0051,0.0859,0
722179,0.8622,0.1452,-0.3335,0.3525,-0.0103,0.0040,0.0647,0
722345,0.8622,0.1452,-0.3335,0.3525,-0.0250,0.0015,0.0940,0
722512,0.8622,0.1452,-0.3335,0.3525,-0.0124,-0.0156,0.1215,0
722679,0.8622,0.1452,-0.3335,0.3525,-0.0099,0.0106,0.0949,0
722845,0.8622,0.1452,-0.3335,0.3525,-0.0157,-0.0006,0.0840,0
723012,0.8622,0.1452,-0.3335,0.3525,0.0002,0.0012,0.0961,0
723179,0.8622,0.1452,-0.3335,0.3525,-0.0147,0.0052,0.1001,0
723345,0.8622,0.1452,-0.3335,0.3525,-0.0176,0.0038,0.0859,0
723512,0.8623,0.1452,-0.3335,0.3525,-0.0161,-0.0065,0.0954,0
723679,0.8623,0.1452,-0.3335,0.3525,-0.0061,-0.0004,0.0921,0
723845,0.8623,0.1452,-0.3335,0.3525,-0.0027,-0.0065,0.0836,0
724012,0.8623,0.1452,-0.3335,0.3525,-0.0058,-0.0007,0.0808,0
724179,0.8623,0.1452,-0.3335,0.3525,-0.0165,0.0016,0.1045,0
724345,0.8623,0.1452,-0.3335,0.3524,-0.0058,0.0002,0.0951,0
724512,0.8623,0.1452,-0.3335,0.3524,-0.0167,-0.0104,0.0943,0
724679,0.8623,0.1452,-0.3335,0.3524,-0.0220,-0.0197,0.1023,0
724845,0.8623,0.1452,-0.3335,0.3524,-0.0077,0.0104,0.1014,0
725012,0.8623,0.1452,-0.3335,0.3524,0.0035,0.0141,0.0953,0
725179,0.8623,0.1452,-0.3335,0.3524,-0.0070,0.0091,0.0957,0
725345,0.8623,0.1452,-0.3335,0.3524,-0.0133,0.0137,0.0998,0
725512,0.8623,0.1452,-0.3335,0.3524,-0.0049,0.0179,0.0970,0
725679,0.8623,0.1452,-0.3334,0.3524,-0.0144,0.0121,0.1104,0
725845,0.8623,0.1452,-0.3335,0.3524,-0.0103,0.0070,0.0927,0
726012,0.8623,0.1452,-0.3335,0.3524,0.0033,0.0084,0.0783,0
726179,0.8623,0.1452,-0.3335,0.3524,0.0009,-0.0073,0.0757,0
726345,0.8623,0.1452,-0.3335,0.3524,-0.0080,-0.0040,0.1039,0
726512,0.8623,0.1451,-0.3335,0.3524,-0.0107,0.0065,0.0708,0
726679,0.8623,0.1451,-0.3335,0.3524,-0.0170,0.0040,0.0907,0
726845,0.8623,0.1451,-0.3335,0.3524,0.0007,-0.0044,0.0903,0
727012,0.8623,0.1451,-0.3335,0.3524,-0.0169,0.0183,0.0938,0
727179,0.8623,0.1451,-0.3335,0.3524,-0.0263,-0.0010,0.0944,0
727345,0.8623,0.1451,-0.3335,0.3524,-0.0097,-0.0006,0.0937,0
727512,0.8623,0.1451,-0.3335,0.3524,-0.0046,0.0032,0.0805,0
727679,0.8623,0.1451,-0.3335,0.3524,-0.0062,0.0271,0.0732,0
727845,0.8623,0.1451,-0.3335,0.3524,-0.0199,0.0037,0.1002,0
728012,0.8623,0.1451,-0.3335,0.3523,0.0013,0.0163,0.0821,0
728179,0.8623,0.1451,-0.3335,0.3523,-0.0026,0.0024,0.0976,0
728345,0.8623,0.1451,-0.3335,0.3523,-0.0263,0.0019,0.0997,0
728512,0.8623,0.1451,-0.3335,0.3523,-0.0076,0.0073,0.0946,0
728679,0.8623,0.1451,-0.3335,0.3523,-0.0085,0.0057,0.0939,0
728845,0.8623,0.1451,-0.3335,0.3523,-0.0049,0.0092,0.0933,0
729012,0.8623,0.1451,-0.3335,0.3523,-0.0057,0.0063,0.0848,0
729179,0.8623,0.1451,-0.3335,0.3523,-0.0031,0.0087,0.0874,0
729345,0.8623,0.1451,-0.3335,0.3523,-0.0263,-0.0104,0.0933,0
729512,0.8623,0.1451,-0.3335,0.3523,-0.0080,0.0041,0.1118,0
729679,0.8623,0.1451,-0.3335,0.3523,-0.0062,0.0111,0.0880,0
729846,0.8623,0.1451,-0.3335,0.3523,-0.0060,-0.0057,0.0818,0
730012,0.8623,0.1451,-0.3335,0.3523,-0.0068,0.0227,0.0816,0
730179,0.8623,0.1451,-0.3335,0.3523,0.0105,0.0099,0.1047,0
730346,0.8623,0.1451,-0.3335,0.3523,-0.0046,0.0039,0.0890,0
730512,0.8623,0.1451,-0.3335,0.3523,-0.0039,0.0135,0.0630,0
730679,0.8623,0.1451,-0.3335,0.3523,-0.0069,0.0114,0.0929,0
730846,0.8623,0.1451,-0.3335,0.3523,-0.0134,0.0002,0.1013,0
731012,0.8623,0.1451,-0.3335,0.3523,0.0198,0.0062,0.0940,0
731179,0.8623,0.1451,-0.3335,0.3523,-0.0080,0.0106,0.0997,0
731346,0.8623,0.1451,-0.3335,0.3523,-0.0066,-0.0044,0.0867,0
731512,0.8623,0.1451,-0.3336,0.3523,0.0162,0.0131,0.0716,0
731679,0.8623,0.1451,-0.3336,0.3523,-0.0077,-0.0016,0.0968,0
731846,0.8623,0.1451,-0.3335,0.3523,-0.0213,0.0006,0.1072,0
732012,0.8623,0.1451,-0.3336,0.3523,-0.0025,0.0103,0.1005,0
732179,0.8623,0.1451,-0.3335,0.3523,-0.0131,0.0091,0.0791,0
732346,0.8623,0.1451,-0.3335,0.3523,0.0115,0.0156,0.0916,0
732512,0.8623,0.1451,-0.3336,0.3523,-0.0108,-0.0152,0.1130,0
732679,0.8623,0.1451,-0.3336,0.3523,-0.0080,0.0049,0.1074,0
732846,0.8623,0.1451,-0.3336,0.3523,-0.0077,0.0123,0.0855,0
733012,0.8623,0.1451,-0.3336,0.3523,0.0071,0.0189,0.0985,0
733179,0.8623,0.1451,-0.3336,0.3523,-0.0093,0.0134,0.0905,0
733346,0.8623,0.1451,-0.3336,0.3523,-0.0020,0.0153,0.0852,0
733512,0.8623,0.1451,-0.3336,0.3523,0.0037,0.0058,0.0944,0
733679,0.8623,0.1451,-0.3336,0.3523,-0.0022,-0.0038,0.0958,0
733846,0.8623,0.1451,-0.3336,0.3522,-0.0057,0.0080,0.1022,0
734012,0.8623,0.1451,-0.3336,0.3522,-0.0026,0.0091,0.0958,0
734179,0.8623,0.1451,-0.3336,0.3522,-0.0072,0.0066,0.0995,0
734346,0.8623,0.1451,-0.3336,0.3522,-0.0036,0.0055,0.1129,0
734512,0.8623,0.1451,-0.3336,0.3522,-0.0078,-0.0087,0.0891,0
734679,0.8623,0.1451,-0.3336,0.3522,-0.0150,0.0008,0.1006,0
734846,0.8623,0.1451,-0.3336,0.3522,-0.0074,0.0081,0.1025,0
735012,0.8623,0.1451,-0.3336,0.3522,-0.0148,0.0143,0.0820,0
735179,0.8623,0.1451,-0.3336,0.3522,-0.0100,0.0029,0.1052,0
735346,0.8623,0.1451,-0.3336,0.3522,0.0104,0.0079,0.1045,0
735512,0.8623,0.1451,-0.3336,0.3522,-0.0053,0.0088,0.1031,0
735679,0.8623,0.1451,-0.3336,0.3522,-0.0075,0.0094,0.0835,0
735846,0.8623,0.1451,-0.3336,0.3522,-0.0019,-0.0124,0.0935,0
736012,0.8623,0.1451,-0.3336,0.3522,-0.0184,-0.0094,0.0920,0
736179,0.8623,0.1451,-0.3336,0.3522,-0.0095,0.0131,0.0865,0
736346,0.8623,0.1451,-0.3336,0.3522,-0.0146,0.0232,0.1025,0
736512,0.8623,0.1451,-0.3336,0.3522,-0.0200,0.0030,0.1091,0
736679,0.8623,0.1451,-0.3336,0.3522,0.0025,0.0004,0.1001,0
736846,0.8623,0.1450,-0.3336,0.3522,-0.0141,-0.0080,0.1118,0
737012,0.8623,0.1451,-0.3337,0.3522,-0.0091,-0.0022,0.0962,0
737179,0.8623,0.1451,-0.3337,0.3522,-0.0138,0.0005,0.1024,0
737346,0.8623,0.1451,-0.3337,0.3522,-0.0184,0.0184,0.0967,0
737512,0.8623,0.1451,-0.3337,0.3522,-0.0167,0.0112,0.0931,0
737679,0.8623,0.1450,-0.3337,0.3522,-0.0037,0.0098,0.0827,0
737846,0.8623,0.1450,-0.3337,0.3522,0.0030,0.0155,0.1010,0
738012,0.8623,0.1450,-0.3337,0.3521,0.0022,0.0255,0.0897,0
738179,0.8623,0.1450,-0.3337,0.3521,-0.0004,0.0014,0.1134,0
738346,0.8623,0.1450,-0.3337,0.3521,0.0049,0.0009,0.0985,0
738512,0.8623,0.1450,-0.3337,0.3521,-0.0077,0.0024,0.1034,0
738679,0.8623,0.1450,-0.3337,0.3521,-0.0050,0.0019,0.1089,0
738846,0.8623,0.1450,-0.3337,0.3521,0.0116,0.0071,0.0977,0
739012,0.8623,0.1450,-0.3337,0.3521,-0.0075,0.0134,0.0843,0
739179,0.8623,0.1450,-0.3337,0.3521,0.0032,0.0031,0.0925,0
739346,0.8624,0.1450,-0.3335,0.3521,0.0169,0.0126,0.0851,0
739512,0.8624,0.1450,-0.3335,0.3521,0.0061,0.0092,0.0848,0
739679,0.8624,0.1450,-0.3335,0.3521,0.0024,0.0126,0.0842,0
739846,0.8624,0.1450,-0.3335,0.3521,0.0075,0.0160,0.1013,0
740012,0.8624,0.1450,-0.3335,0.3521,0.0019,0.0144,0.1053,0
740179,0.8624,0.1450,-0.3335,0.3521,-0.0202,0.0051,0.1129,0
740346,0.8624,0.1450,-0.3335,0.3521,-0.0109,-0.0116,0.0893,0
740512,0.8624,0.1450,-0.3336,0.3521,-0.0173,0.0178,0.0773,0
740679,0.8624,0.1450,-0.3336,0.3521,-0.0042,0.0128,0.1030,0
740846,0.8624,0.1450,-0.3336,0.3521,-0.0123,-0.0112,0.1151,0
741012,0.8624,0.1450,-0.3336,0.3521,-0.0050,0.0038,0.0797,0
741179,0.8624,0.1450,-0.3336,0.3521,-0.0129,0.0073,0.1188,0
741346,0.8624,0.1450,-0.3336,0.3521,-0.0005,0.0130,0.0842,0
741512,0.8624,0.1450,-0.3336,0.3521,0.0015,-0.0047,0.0913,0
741679,0.8624,0.1450,-0.3336,0.3521,-0.0104,0.0056,0.0837,0
741846,0.8624,0.1450,-0.3336,0.3521,0.0098,0.0058,0.0909,0
742012,0.8624,0.1450,-0.3336,0.3521,0.0038,0.0063,0.1316,0
742179,0.8624,0.1450,-0.3336,0.3521,-0.0063,0.0045,0.0918,0
742346,0.8624,0.1450,-0.3336,0.3521,-0.0100,-0.0006,0.1040,0
742512,0.8624,0.1450,-0.3336,0.3521,-0.0052,0.0004,0.0927,0
742679,0.8624,0.1450,-0.3336,0.3521,0.0061,0.0004,0.0961,0
742846,0.8624,0.1450,-0.3336,0.3521,0.0009,0.0080,0.0859,0
743012,0.8624,0.1450,-0.3336,0.3521,-0.0101,-0.0125,0.1008,0
743179,0.8624,0.1450,-0.3336,0.3521,0.0099,0.0087,0.0784,0
743346,0.8624,0.1450,-0.3336,0.3521,0.0081,-0.0013,0.1047,0
743512,0.8624,0.1450,-0.3336,0.3521,-0.0242,0.0160,0.0931,0
743679,0.8624,0.1450,-0.3336,0.3521,0.0039,0.0080,0.0860,0
743846,0.8624,0.1450,-0.3336,0.3521,0.0125,0.0075,0.0919,0
744012,0.8624,0.1450,-0.3336,0.3521,-0.0218,0.0119,0.0772,0
744179,0.8624,0.1450,-0.3336,0.3521,0.0059,0.0093,0.1059,0
744346,0.8624,0.1450,-0.3336,0.3521,0.0020,0.0128,0.0957,0
744512,0.8624,0.1450,-0.3336,0.3521,0.0136,0.0100,0.0933,0
744679,0.8624,0.1450,-0.3336,0.3521,-0.0037,0.0124,0.0890,0
744846,0.8624,0.1450,-0.3336,0.3521,-0.0046,0.0094,0.1011,0
745012,0.8624,0.1450,-0.3336,0.3521,0.0039,0.0040,0.0989,0
745179,0.8624,0.1450,-0.3336,0.3521,0.0024,0.0083,0.0971,0
745346,0.8624,0.1450,-0.3336,0.3521,-0.0000,-0.0119,0.0893,0
745512,0.8624,0.1450,-0.3336,0.3521,-0.0154,-0.0025,0.0991,0
745679,0.8624,0.1450,-0.3336,0.3521,0.0049,0.0107,0.0937,0
745846,0.8624,0.1450,-0.3336,0.3521,0.0133,0.0189,0.0636,0
746012,0.8624,0.1450,-0.3336,0.3521,-0.0077,0.0126,0.1093,0
746179,0.8624,0.1450,-0.3336,0.3521,-0.0040,-0.0025,0.1172,0
746346,0.8624,0.1450,-0.3336,0.3521,-0.0119,0.0097,0.1081,0
746513,0.8624,0.1450,-0.3336,0.3521,0.0093,0.0056,0.0906,0
746679,0.8624,0.1450,-0.3336,0.3521,-0.0036,0.0026,0.0942,0
746846,0.8624,0.1450,-0.3336,0.3520,-0.0192,0.0059,0.0860,0
747013,0.8624,0.1449,-0.3336,0.3520,0.0011,0.0110,0.0873,0
747179,0.8624,0.1449,-0.3336,0.3520,-0.0001,0.0066,0.0876,0
747346,0.8624,0.1449,-0.3336,0.3520,0.0000,-0.0014,0.1105,0
747513,0.8624,0.1449,-0.3335,0.3520,-0.0017,0.0184,0.0886,0
747679,0.8624,0.1449,-0.3335,0.3520,0.0221,0.0253,0.0982,0
747846,0.8625,0.1449,-0.3335,0.3520,-0.0116,-0.0035,0.1171,0
748013,0.8624,0.1449,-0.3335,0.3521,-0.0040,0.0026,0.0851,0
748179,0.8624,0.1449,-0.3335,0.3521,-0.0010,0.0208,0.1249,0
748346,0.8624,0.1449,-0.3335,0.3521,-0.0270,-0.0030,0.0900,0
748513,0.8624,0.1449,-0.3336,0.3520,0.0128,0.0085,0.1022,0
748679,0.8624,0.1449,-0.3336,0.3520,-0.0115,0.0111,0.1018,0
748846,0.8624,0.1449,-0.3336,0.3520,0.0051,0.0176,0.0923,0
749013,0.8624,0.1449,-0.3336,0.3520,0.0010,-0.0067,0.1188,0
749179,0.8624,0.1449,-0.3335,0.3520,0.0037,-0.0132,0.0893,0
749346,0.8625,0.1449,-0.3335,0.3520,-0.0067,0.0066,0.1024,0
749513,0.8625,0.1449,-0.3335,0.3520,0.0134,0.0097,0.0746,0
749679,0.8625,0.1449,-0.3335,0.3520,0.0007,0.0136,0.1007,0
749846,0.8625,0.1449,-0.3335,0.3520,0.0175,-0.0055,0.0937,0
750013,0.8625,0.1449,-0.3335,0.3520,-0.0087,-0.0006,0.0920,0
750179,0.8625,0.1449,-0.3335,0.3520,0.0089,0.0085,0.0706,0
750346,0.8625,0.1449,-0.3335,0.3520,0.0017,-0.0030,0.0764,0
750513,0.8625,0.1449,-0.3335,0.3520,-0.0098,0.0072,0.0967,0
750679,0.8625,0.1448,-0.3335,0.3520,-0.0115,0.0060,0.0972,0
750846,0.8625,0.1448,-0.3335,0.3520,0.0145,0.0217,0.0958,0
751013,0.8625,0.1448,-0.3335,0.3520,0.0291,0.0351,0.0833,0
751179,0.8625,0.1449,-0.3335,0.3520,0.0122,0.0002,0.1142,0
751346,0.8625,0.1449,-0.3335,0.3520,-0.0028,0.0203,0.0787,0
751513,0.8625,0.1449,-0.3335,0.3520,0.0096,0.0223,0.0869,0
751679,0.8625,0.1449,-0.3335,0.3520,0.0123,0.0152,0.1016,0
751846,0.8625,0.1449,-0.3335,0.3520,-0.0101,0.0106,0.0897,0
752013,0.8625,0.1449,-0.3335,0.3520,0.0102,0.0122,0.0669,0
752179,0.8625,0.1449,-0.3335,0.3520,-0.0031,0.0144,0.0826,0
752346,0.8625,0.1449,-0.3335,0.3520,-0.0009,-0.0034,0.1044,0
752513,0.8625,0.1449,-0.3335,0.3520,-0.0049,0.0052,0.1030,0
752679,0.8625,0.1449,-0.3335,0.3520,0.0026,0.0198,0.0813,0
752846,0.8625,0.1448,-0.3335,0.3520,-0.0072,0.0130,0.0777,0
753179,0.8625,0.1449,-0.3335,0.3520,-0.0050,0.0208,0.0876,0
753346,0.8625,0.1449,-0.3335,0.3520,-0.0012,0.0178,0.1110,0
753513,0.8625,0.1449,-0.3335,0.3520,-0.0012,0.0119,0.1007,0
753679,0.8625,0.1449,-0.3335,0.3520,-0.0015,0.0214,0.0829,0
753846,0.8625,0.1449,-0.3335,0.3520,-0.0104,0.0084,0.0924,0
754013,0.8625,0.1449,-0.3335,0.3520,-0.0023,0.0317,0.0883,0
754179,0.8625,0.1449,-0.3335,0.3520,-0.0025,0.0155,0.1005,0
754346,0.8625,0.1449,-0.3335,0.3520,-0.0037,0.0273,0.0692,0
754513,0.8625,0.1448,-0.3335,0.3520,-0.0162,0.0078,0.0888,0
754679,0.8625,0.1448,-0.3335,0.3520,0.0090,0.0157,0.0907,0
754846,0.8625,0.1448,-0.3335,0.3520,-0.0034,0.0150,0.0875,0
755013,0.8625,0.1448,-0.3335,0.3520,0.0010,0.0004,0.0980,0
755179,0.8625,0.1448,-0.3336,0.3520,0.0064,0.0145,0.0836,0
755346,0.8625,0.1448,-0.3335,0.3520,-0.0096,0.0065,0.0733,0
755513,0.8625,0.1448,-0.3335,0.3520,-0.0112,0.0022,0.1086,0
755679,0.8625,0.1448,-0.3335,0.3520,0.0043,0.0263,0.0827,0
755846,0.8625,0.1448,-0.3335,0.3520,-0.0156,0.0058,0.0942,0
756013,0.8625,0.1448,-0.3335,0.3520,0.0065,-0.0088,0.1196,0
756179,0.8625,0.1448,-0.3335,0.3520,0.0024,0.0023,0.0927,0
756346,0.8625,0.1448,-0.3335,0.3520,0.0022,0.0207,0.1062,0
756513,0.8625,0.1448,-0.3335,0.3520,-0.0115,-0.0028,0.0901,0
756679,0.8625,0.1448,-0.3335,0.3520,-0.0124,-0.0003,0.0888,0
756846,0.8625,0.1448,-0.3336,0.3520,0.0032,0.0196,0.0899,0
757013,0.8625,0.1448,-0.3335,0.3520,-0.0093,0.0127,0.0972,0
757179,0.8625,0.1448,-0.3336,0.3520,0.0141,0.0111,0.0850,0
757346,0.8625,0.1448,-0.3336,0.3520,0.0038,0.0222,0.0958,0
757513,0.8625,0.1448,-0.3335,0.3520,0.0046,0.0120,0.1050,0
757679,0.8625,0.1448,-0.3336,0.3520,0.0032,-0.0068,0.1107,0
757846,0.8625,0.1448,-0.3336,0.3520,-0.0144,-0.0009,0.0858,0
758013,0.8625,0.1448,-0.3336,0.3520,-0.0126,0.0234,0.0948,0
758179,0.8625,0.1448,-0.3336,0.3520,-0.0266,0.0135,0.1158,0
758346,0.8625,0.1448,-0.3336,0.3520,-0.0032,0.0192,0.0969,0
758513,0.8625,0.1448,-0.3336,0.3520,-0.0214,0.0092,0.0940,0
758679,0.8625,0.1447,-0.3336,0.3520,0.0005,0.0154,0.0948,0
758846,0.8625,0.1447,-0.3336,0.3520,-0.0038,0.0018,0.1150,0
759013,0.8625,0.1447,-0.3336,0.3520,-0.0129,0.0069,0.0980,0
759179,0.8625,0.1447,-0.3336,0.3520,-0.0041,0.0170,0.0891,0
759346,0.8625,0.1449,-0.3335,0.3519,-0.0060,-0.0052,0.1221,0
759513,0.8625,0.1449,-0.3335,0.3519,-0.0058,0.0108,0.0960,0
759679,0.8625,0.1448,-0.3335,0.3519,-0.0055,0.0180,0.0909,0
759846,0.8625,0.1448,-0.3335,0.3519,-0.0031,0.0157,0.0946,0
760013,0.8625,0.1448,-0.3336,0.3519,-0.0073,0.0171,0.0957,0
760179,0.8625,0.1448,-0.3336,0.3519,-0.0022,0.0042,0.0921,0
760346,0.8625,0.1448,-0.3336,0.3519,-0.0067,0.0074,0.0912,0
760513,0.8625,0.1448,-0.3336,0.3519,0.0040,0.0115,0.1008,0
760679,0.8625,0.1448,-0.3336,0.3519,-0.0188,0.0013,0.0896,0
760846,0.8625,0.1448,-0.3336,0.3519,-0.0199,0.0136,0.1182,0
761013,0.8625,0.1448,-0.3336,0.3519,-0.0128,0.0080,0.1024,0
761179,0.8625,0.1448,-0.3335,0.3519,0.0106,0.0340,0.0816,0
761346,0.8625,0.1448,-0.3336,0.3519,-0.0099,0.0176,0.0829,0
761513,0.8625,0.1448,-0.3336,0.3519,-0.0070,0.0224,0.0848,0
761679,0.8625,0.1448,-0.3336,0.3519,-0.0131,0.0061,0.1102,0
761846,0.8625,0.1448,-0.3336,0.3519,-0.0036,0.0224,0.0777,0
762013,0.8625,0.1448,-0.3335,0.3519,0.0211,0.0253,0.0796,0
762179,0.8625,0.1448,-0.3335,0.3519,-0.0131,-0.0124,0.1003,0
762346,0.8625,0.1448,-0.3335,0.3519,-0.0123,-0.0022,0.1137,0
