Timestamp (s),Joint_Angle (deg)
20.3265,53.679593829437124
20.331,53.45170837553549
20.3355,53.260775363361134
20.34,52.872222425277855
20.3445,52.642114526692126
20.349,52.08083255065652
20.3535,51.86146692263104
20.358,51.13667154544049
20.3625,51.30672551274107
20.367,51.30672551274107
20.3715,50.742072297547054
20.376,49.99053012035225
20.3805,50.14137182290446
20.385,50.14137182290446
20.3895,49.52481405799349
20.394,49.77807555957519
20.3985,49.32163826688274
20.403,49.52381080584183
20.4075,49.12563433823398
20.412,49.28896875345682
20.4165,48.820688761463245
20.421,48.937081561012
20.4255,48.44575572941079
20.43,48.60024642762926
20.4345,47.93648180506501
20.439,48.19703604210412
20.4435,47.38417473446117
20.448,47.39153513192055
20.4525,47.39153513192055
20.457,46.560166755191794
20.4615,46.63889507052468
20.466,45.83234283147988
20.4705,45.982352560660736
20.475,45.341013327221354
20.4795,45.48287708587057
20.484,44.96969160097935
20.4885,45.079031417111906
20.493,44.58651586419573
20.4975,44.6770386285777
20.502,44.00933168945021
